GbGDiv simplified results table from 'accumulate-22.txt' records table.
Isolate records read from table: 5629

Locus	Missing	Paralogous	CountNuc
id	0	0	5629	
isolate	0	0	5629	
rMLST_database_accession	0	0	5629	
BACT000001	13	0	87	
BACT000002	164	0	34	
BACT000003	554	0	40	
BACT000004	34	0	29	
BACT000005	94	0	31	
BACT000006	5	0	18	
BACT000007	13	0	18	
BACT000008	25	0	26	
BACT000009	26	0	29	
BACT000010	1	0	11	
BACT000011	47	0	22	
BACT000012	3	0	22	
BACT000013	13	0	25	
BACT000014	3	5157	2	
BACT000015	6	0	9	
BACT000016	49	0	29	
BACT000017	18	0	21	
BACT000018	1	4391	4	
BACT000019	1	0	13	
BACT000020	6	0	16	
BACT000021	5628	0	1	
BACT000030	52	1580	29	
BACT000031	3	0	27	
BACT000032	13	0	25	
BACT000033	157	0	31	
BACT000034	12	0	25	
BACT000035	4	0	27	
BACT000036	366	0	23	
BACT000038	22	0	21	
BACT000039	19	0	27	
BACT000040	691	0	17	
BACT000042	8	0	28	
BACT000043	4	0	24	
BACT000044	32	0	21	
BACT000045	23	0	19	
BACT000046	6	0	34	
BACT000047	72	0	17	
BACT000048	1	0	17	
BACT000049	5	0	20	
BACT000050	32	0	16	
BACT000051	172	0	27	
BACT000052	2	0	15	
BACT000053	5	0	17	
BACT000056	9	0	13	
BACT000057	2	5457	4	
BACT000058	1	1	14	
BACT000059	0	0	13	
BACT000060	3	0	10	
BACT000061	17	0	16	
BACT000062	1	4699	8	
BACT000063	2	1	14	
BACT000064	3	0	14	
BACT000065	4	0	4	
MYCO000001	37	0	136	
MYCO000005	36	0	150	
MYCO000006	60	0	245	
MYCO000009	16	0	35	
MYCO000011	10	0	30	
MYCO000013	6	0	62	
MYCO000015	1260	0	79	
MYCO000016	91	0	97	
MYCO000017	75	0	93	
MYCO000019	9	0	34	
MYCO000038	366	0	39	
MYCO000046	18	0	68	
MYCO000047	21	0	36	
MYCO000049	34	0	31	
MYCO000050	616	0	155	
MYCO000051	468	0	116	
MYCO000054	220	0	32	
MYCO000066	26	0	135	
MYCO000068	155	0	86	
MYCO000129	50	0	40	
MYCO000183	295	0	56	
MYCO000184	337	0	34	
MYCO000189	733	0	65	
MYCO000198	60	0	119	
MYCO000204	171	0	56	
MYCO000207	17	0	43	
MYCO000211	68	0	113	
MYCO000223	571	0	82	
MYCO000225	40	0	42	
MYCO000227	636	0	61	
MYCO000228	133	0	60	
MYCO000236	1270	0	176	
MYCO000237	141	0	76	
MYCO000238	21	0	39	
MYCO000241	38	0	64	
MYCO000242	912	0	74	
MYCO000243	528	0	67	
MYCO000244	115	2813	82	
MYCO000247	12	0	34	
MYCO000248	33	0	68	
MYCO000270	52	0	97	
MYCO000274	357	0	42	
MYCO000321	12	0	30	
MYCO000322	68	0	57	
MYCO000334	6	0	36	
MYCO000337	47	0	54	
MYCO000350	95	0	62	
MYCO000352	577	0	50	
MYCO000357	19	0	53	
MYCO000360	189	0	28	
MYCO000383	1055	0	30	
MYCO000384	705	0	93	
MYCO000407	262	0	54	
MYCO000410	182	0	106	
MYCO000411	152	0	43	
MYCO000414	1164	0	32	
MYCO000415	1230	0	45	
MYCO000417	397	1409	32	
MYCO000423	33	0	55	
MYCO000429	15	0	31	
MYCO000432	15	0	31	
MYCO000433	34	0	46	
MYCO000439	215	0	52	
MYCO000440	64	0	57	
MYCO000462	14	0	45	
MYCO000465	52	0	78	
MYCO000466	24	0	34	
MYCO000467	22	0	47	
MYCO000468	49	0	40	
MYCO000472	13	0	31	
MYCO000475	137	0	36	
MYCO000483	63	0	54	
MYCO000484	59	0	38	
MYCO000486	336	0	66	
MYCO000489	822	0	27	
MYCO000490	69	0	41	
MYCO000491	7	0	20	
MYCO000495	16	0	45	
MYCO000496	73	0	44	
MYCO000498	97	0	47	
MYCO000501	30	0	48	
MYCO000502	47	0	43	
MYCO000505	1354	0	39	
MYCO000509	125	0	70	
MYCO000510	99	0	41	
MYCO000512	126	0	41	
MYCO000524	455	0	57	
MYCO000527	173	0	38	
MYCO000528	869	0	59	
MYCO000529	208	0	53	
MYCO000548	41	0	37	
MYCO000551	192	0	92	
MYCO000553	541	0	43	
MYCO000555	528	0	55	
MYCO000557	65	0	79	
MYCO000558	272	0	29	
MYCO000562	26	0	49	
MYCO000563	119	0	45	
MYCO000564	71	0	57	
MYCO000566	17	0	23	
MYCO000636	10	0	23	
MYCO000639	216	0	26	
MYCO000647	212	0	65	
MYCO000655	31	0	51	
MYCO000667	274	0	278	
MYCO000668	234	0	262	
MYCO000672	243	0	89	
MYCO000684	80	0	96	
MYCO000685	20	0	33	
MYCO000693	534	0	48	
MYCO000696	92	0	71	
MYCO000732	13	0	59	
MYCO000733	10	0	22	
MYCO000734	592	0	31	
MYCO000757	12	0	31	
MYCO000758	154	0	156	
MYCO000772	179	0	58	
MYCO000777	61	0	42	
MYCO000780	21	0	40	
MYCO000782	5500	0	5	
MYCO000788	159	0	26	
MYCO000803	133	0	95	
MYCO000808	103	0	71	
MYCO000809	10	0	42	
MYCO000810	6	0	9	
