GbGDiv simplified results table from 'accumulate-15.txt' records table.
Isolate records read from table: 3840

Locus	Missing	Paralogous	CountNuc
id	0	0	3840	
isolate	0	0	3840	
rMLST_database_accession	0	0	3840	
BACT000001	10	0	72	
BACT000002	113	0	29	
BACT000003	370	0	34	
BACT000004	27	0	24	
BACT000005	61	0	25	
BACT000006	3	0	14	
BACT000007	10	0	17	
BACT000008	18	0	19	
BACT000009	15	0	25	
BACT000010	1	0	9	
BACT000011	30	0	19	
BACT000012	2	0	18	
BACT000013	8	0	19	
BACT000014	2	3508	2	
BACT000015	1	0	9	
BACT000016	41	0	26	
BACT000017	11	0	17	
BACT000018	1	2989	3	
BACT000019	0	0	11	
BACT000020	5	0	15	
BACT000021	3840	0	0	
BACT000030	33	1079	25	
BACT000031	2	0	24	
BACT000032	7	0	18	
BACT000033	105	0	28	
BACT000034	8	0	21	
BACT000035	4	0	24	
BACT000036	257	0	18	
BACT000038	18	0	18	
BACT000039	13	0	19	
BACT000040	456	0	15	
BACT000042	6	0	22	
BACT000043	1	0	23	
BACT000044	24	0	16	
BACT000045	16	0	16	
BACT000046	4	0	28	
BACT000047	52	0	11	
BACT000048	1	0	16	
BACT000049	3	0	16	
BACT000050	20	0	14	
BACT000051	125	0	21	
BACT000052	1	0	13	
BACT000053	3	0	13	
BACT000056	7	0	13	
BACT000057	2	3723	3	
BACT000058	1	1	12	
BACT000059	0	0	10	
BACT000060	2	0	7	
BACT000061	9	0	13	
BACT000062	1	3219	7	
BACT000063	2	1	11	
BACT000064	3	0	13	
BACT000065	3	0	3	
MYCO000001	24	0	109	
MYCO000005	25	0	123	
MYCO000006	42	0	189	
MYCO000009	10	0	29	
MYCO000011	9	0	23	
MYCO000013	3	0	54	
MYCO000015	865	0	66	
MYCO000016	59	0	78	
MYCO000017	53	0	71	
MYCO000019	6	0	30	
MYCO000038	262	0	33	
MYCO000046	15	0	56	
MYCO000047	16	0	27	
MYCO000049	21	0	28	
MYCO000050	426	0	136	
MYCO000051	329	0	100	
MYCO000054	151	0	30	
MYCO000066	19	0	104	
MYCO000068	100	0	72	
MYCO000129	30	0	30	
MYCO000183	197	0	45	
MYCO000184	216	0	24	
MYCO000189	491	0	55	
MYCO000198	38	0	97	
MYCO000204	121	0	41	
MYCO000207	13	0	33	
MYCO000211	44	0	92	
MYCO000223	398	0	66	
MYCO000225	27	0	31	
MYCO000227	430	0	51	
MYCO000228	86	0	49	
MYCO000236	890	0	145	
MYCO000237	102	0	63	
MYCO000238	12	0	31	
MYCO000241	25	0	52	
MYCO000242	645	0	60	
MYCO000243	354	0	53	
MYCO000244	70	1936	66	
MYCO000247	8	0	27	
MYCO000248	24	0	54	
MYCO000270	37	0	83	
MYCO000274	249	0	36	
MYCO000321	9	0	22	
MYCO000322	44	0	48	
MYCO000334	4	0	23	
MYCO000337	34	0	42	
MYCO000350	59	0	51	
MYCO000352	403	0	41	
MYCO000357	14	0	44	
MYCO000360	141	0	26	
MYCO000383	730	0	24	
MYCO000384	495	0	81	
MYCO000407	170	0	45	
MYCO000410	111	0	79	
MYCO000411	94	0	37	
MYCO000414	804	0	29	
MYCO000415	846	0	39	
MYCO000417	274	956	28	
MYCO000423	25	0	47	
MYCO000429	9	0	25	
MYCO000432	11	0	26	
MYCO000433	19	0	37	
MYCO000439	145	0	42	
MYCO000440	45	0	49	
MYCO000462	10	0	33	
MYCO000465	35	0	67	
MYCO000466	16	0	27	
MYCO000467	18	0	35	
MYCO000468	34	0	33	
MYCO000472	9	0	26	
MYCO000475	92	0	29	
MYCO000483	46	0	45	
MYCO000484	40	0	32	
MYCO000486	231	0	56	
MYCO000489	570	0	25	
MYCO000490	51	0	37	
MYCO000491	7	0	17	
MYCO000495	12	0	35	
MYCO000496	48	0	39	
MYCO000498	68	0	42	
MYCO000501	22	0	37	
MYCO000502	27	0	31	
MYCO000505	934	0	33	
MYCO000509	88	0	57	
MYCO000510	71	0	34	
MYCO000512	80	0	32	
MYCO000524	315	0	48	
MYCO000527	117	0	28	
MYCO000528	600	0	50	
MYCO000529	138	0	48	
MYCO000548	26	0	26	
MYCO000551	132	0	79	
MYCO000553	375	0	36	
MYCO000555	359	0	45	
MYCO000557	42	0	56	
MYCO000558	186	0	24	
MYCO000562	20	0	43	
MYCO000563	82	0	36	
MYCO000564	45	0	50	
MYCO000566	10	0	21	
MYCO000636	7	0	19	
MYCO000639	150	0	22	
MYCO000647	148	0	56	
MYCO000655	24	0	47	
MYCO000667	191	0	226	
MYCO000668	157	0	211	
MYCO000672	158	0	79	
MYCO000684	58	0	75	
MYCO000685	13	0	26	
MYCO000693	358	0	45	
MYCO000696	62	0	53	
MYCO000732	8	0	48	
MYCO000733	8	0	19	
MYCO000734	416	0	25	
MYCO000757	8	0	25	
MYCO000758	103	0	125	
MYCO000772	121	0	48	
MYCO000777	44	0	34	
MYCO000780	13	0	31	
MYCO000782	3745	0	5	
MYCO000788	110	0	22	
MYCO000803	87	0	71	
MYCO000808	67	0	54	
MYCO000809	6	0	32	
MYCO000810	2	0	7	
MYCO000814	757	14	13	
MYCO000815	54	4	39	
MYCO000820	12	0	25	
MYCO000821	22	0	17	
MYCO000823	80	0	48	
MYCO000824	7	0	21	
MYCO000859	61	0	67	
MYCO000860	232	0	87	
MYCO000861	36	0	56	
MYCO000871	12	0	11	
MYCO000876	4	0	58	
MYCO000884	13	0	46	
MYCO000885	52	0	30	
MYCO000886	899	0	61	
MYCO000889	779	0	49	
