GbGDiv simplified results table from 'accumulate-2.txt' records table.
Isolate records read from table: 512

Locus	Missing	Paralogous	CountNuc
id	0	0	512	
isolate	0	0	512	
rMLST_database_accession	0	0	512	
BACT000001	3	0	24	
BACT000002	20	0	7	
BACT000003	59	0	13	
BACT000004	4	0	5	
BACT000005	11	0	7	
BACT000006	0	0	4	
BACT000007	3	0	8	
BACT000008	2	0	5	
BACT000009	2	0	10	
BACT000010	0	0	3	
BACT000011	5	0	6	
BACT000012	0	0	8	
BACT000013	1	0	7	
BACT000014	1	471	2	
BACT000015	1	0	5	
BACT000016	9	0	8	
BACT000017	5	0	5	
BACT000018	0	395	3	
BACT000019	0	0	2	
BACT000020	1	0	5	
BACT000021	512	0	0	
BACT000030	3	146	9	
BACT000031	1	0	6	
BACT000032	1	0	7	
BACT000033	17	0	9	
BACT000034	3	0	8	
BACT000035	1	0	5	
BACT000036	36	0	8	
BACT000038	1	0	5	
BACT000039	4	0	8	
BACT000040	69	0	5	
BACT000042	1	0	8	
BACT000043	0	0	7	
BACT000044	6	0	5	
BACT000045	0	0	5	
BACT000046	1	0	12	
BACT000047	5	0	4	
BACT000048	0	0	4	
BACT000049	1	0	9	
BACT000050	2	0	4	
BACT000051	20	0	7	
BACT000052	0	0	2	
BACT000053	2	0	4	
BACT000056	0	0	3	
BACT000057	1	491	3	
BACT000058	0	0	4	
BACT000059	0	0	4	
BACT000060	1	0	1	
BACT000061	1	0	5	
BACT000062	0	433	5	
BACT000063	1	0	4	
BACT000064	0	0	5	
BACT000065	1	0	1	
MYCO000001	8	0	23	
MYCO000005	6	0	35	
MYCO000006	6	0	67	
MYCO000009	2	0	8	
MYCO000011	0	0	7	
MYCO000013	0	0	15	
MYCO000015	122	0	16	
MYCO000016	10	0	15	
MYCO000017	5	0	16	
MYCO000019	1	0	11	
MYCO000038	38	0	7	
MYCO000046	2	0	12	
MYCO000047	2	0	10	
MYCO000049	6	0	10	
MYCO000050	60	0	46	
MYCO000051	49	0	28	
MYCO000054	16	0	9	
MYCO000066	4	0	35	
MYCO000068	13	0	23	
MYCO000129	2	0	13	
MYCO000183	17	0	9	
MYCO000184	26	0	9	
MYCO000189	71	0	20	
MYCO000198	5	0	29	
MYCO000204	15	0	9	
MYCO000207	2	0	8	
MYCO000211	11	0	25	
MYCO000223	54	0	14	
MYCO000225	5	0	9	
MYCO000227	60	0	22	
MYCO000228	11	0	14	
MYCO000236	122	0	41	
MYCO000237	16	0	20	
MYCO000238	0	0	8	
MYCO000241	4	0	15	
MYCO000242	104	0	16	
MYCO000243	42	0	17	
MYCO000244	11	253	29	
MYCO000247	3	0	8	
MYCO000248	3	0	13	
MYCO000270	6	0	29	
MYCO000274	32	0	10	
MYCO000321	1	0	7	
MYCO000322	5	0	13	
MYCO000334	2	0	6	
MYCO000337	9	0	12	
MYCO000350	10	0	17	
MYCO000352	59	0	19	
MYCO000357	0	0	10	
MYCO000360	21	0	9	
MYCO000383	110	0	6	
MYCO000384	71	0	15	
MYCO000407	28	0	10	
MYCO000410	13	0	24	
MYCO000411	14	0	12	
MYCO000414	117	0	7	
MYCO000415	118	0	12	
MYCO000417	42	129	9	
MYCO000423	6	0	12	
MYCO000429	1	0	6	
MYCO000432	0	0	6	
MYCO000433	4	0	9	
MYCO000439	22	0	9	
MYCO000440	8	0	11	
MYCO000462	3	0	12	
MYCO000465	5	0	22	
MYCO000466	2	0	7	
MYCO000467	2	0	13	
MYCO000468	9	0	6	
MYCO000472	1	0	7	
MYCO000475	18	0	10	
MYCO000483	8	0	14	
MYCO000484	3	0	11	
MYCO000486	28	0	13	
MYCO000489	80	0	10	
MYCO000490	6	0	14	
MYCO000491	0	0	5	
MYCO000495	2	0	12	
MYCO000496	9	0	12	
MYCO000498	7	0	12	
MYCO000501	6	0	10	
MYCO000502	6	0	4	
MYCO000505	132	0	9	
MYCO000509	12	0	15	
MYCO000510	12	0	10	
MYCO000512	11	0	12	
MYCO000524	48	0	11	
MYCO000527	15	0	6	
MYCO000528	86	0	15	
MYCO000529	18	0	14	
MYCO000548	5	0	7	
MYCO000551	15	0	21	
MYCO000553	51	0	8	
MYCO000555	58	0	7	
MYCO000557	7	0	19	
MYCO000558	27	0	7	
MYCO000562	1	0	16	
MYCO000563	15	0	16	
MYCO000564	5	0	20	
MYCO000566	2	0	7	
MYCO000636	3	0	7	
MYCO000639	25	0	11	
MYCO000647	23	0	15	
MYCO000655	4	0	18	
MYCO000667	29	0	59	
MYCO000668	22	0	66	
MYCO000672	25	0	18	
MYCO000684	14	0	26	
MYCO000685	4	0	5	
MYCO000693	47	0	9	
MYCO000696	16	0	17	
MYCO000732	2	0	14	
MYCO000733	1	0	3	
MYCO000734	51	0	6	
MYCO000757	2	0	9	
MYCO000758	13	0	30	
MYCO000772	15	0	12	
MYCO000777	5	0	8	
MYCO000780	2	0	10	
MYCO000782	499	0	3	
MYCO000788	19	0	5	
MYCO000803	13	0	29	
MYCO000808	4	0	22	
MYCO000809	1	0	13	
MYCO000810	0	0	4	
MYCO000814	102	0	7	
MYCO000815	8	0	9	
MYCO000820	1	0	7	
MYCO000821	3	0	6	
