GbGDiv simplified results table from 'accumulate-16.txt' records table.
Isolate records read from table: 4096

Locus	Missing	Paralogous	CountNuc
id	0	0	4096	
isolate	0	0	4096	
rMLST_database_accession	0	0	4096	
BACT000001	10	0	74	
BACT000002	119	0	30	
BACT000003	399	0	36	
BACT000004	28	0	26	
BACT000005	66	0	27	
BACT000006	4	0	15	
BACT000007	11	0	18	
BACT000008	19	0	19	
BACT000009	17	0	26	
BACT000010	1	0	9	
BACT000011	33	0	19	
BACT000012	2	0	18	
BACT000013	9	0	20	
BACT000014	2	3738	2	
BACT000015	1	0	9	
BACT000016	42	0	26	
BACT000017	14	0	18	
BACT000018	1	3196	3	
BACT000019	0	0	11	
BACT000020	5	0	15	
BACT000021	4095	0	1	
BACT000030	35	1154	25	
BACT000031	2	0	24	
BACT000032	8	0	19	
BACT000033	112	0	28	
BACT000034	11	0	21	
BACT000035	4	0	24	
BACT000036	271	0	20	
BACT000038	18	0	19	
BACT000039	16	0	21	
BACT000040	486	0	15	
BACT000042	6	0	23	
BACT000043	2	0	23	
BACT000044	25	0	17	
BACT000045	18	0	16	
BACT000046	4	0	28	
BACT000047	55	0	11	
BACT000048	1	0	16	
BACT000049	3	0	16	
BACT000050	22	0	15	
BACT000051	136	0	21	
BACT000052	1	0	13	
BACT000053	4	0	14	
BACT000056	7	0	13	
BACT000057	2	3972	3	
BACT000058	1	1	12	
BACT000059	0	0	10	
BACT000060	2	0	8	
BACT000061	10	0	13	
BACT000062	1	3437	7	
BACT000063	2	1	11	
BACT000064	3	0	13	
BACT000065	3	0	3	
MYCO000001	27	0	112	
MYCO000005	27	0	125	
MYCO000006	45	0	199	
MYCO000009	10	0	29	
MYCO000011	9	0	23	
MYCO000013	4	0	57	
MYCO000015	925	0	67	
MYCO000016	64	0	80	
MYCO000017	57	0	74	
MYCO000019	8	0	30	
MYCO000038	277	0	33	
MYCO000046	15	0	59	
MYCO000047	16	0	29	
MYCO000049	21	0	28	
MYCO000050	461	0	138	
MYCO000051	354	0	102	
MYCO000054	161	0	30	
MYCO000066	21	0	110	
MYCO000068	109	0	73	
MYCO000129	33	0	32	
MYCO000183	212	0	46	
MYCO000184	236	0	26	
MYCO000189	521	0	56	
MYCO000198	45	0	100	
MYCO000204	127	0	43	
MYCO000207	13	0	34	
MYCO000211	49	0	97	
MYCO000223	428	0	70	
MYCO000225	30	0	32	
MYCO000227	461	0	51	
MYCO000228	92	0	49	
MYCO000236	946	0	152	
MYCO000237	108	0	63	
MYCO000238	15	0	31	
MYCO000241	26	0	53	
MYCO000242	685	0	63	
MYCO000243	379	0	57	
MYCO000244	75	2073	69	
MYCO000247	10	0	27	
MYCO000248	25	0	56	
MYCO000270	40	0	86	
MYCO000274	259	0	36	
MYCO000321	11	0	22	
MYCO000322	49	0	49	
MYCO000334	4	0	26	
MYCO000337	36	0	42	
MYCO000350	62	0	53	
MYCO000352	429	0	45	
MYCO000357	14	0	48	
MYCO000360	150	0	26	
MYCO000383	771	0	25	
MYCO000384	528	0	84	
MYCO000407	184	0	46	
MYCO000410	121	0	87	
MYCO000411	102	0	38	
MYCO000414	855	0	30	
MYCO000415	909	0	39	
MYCO000417	289	1030	29	
MYCO000423	27	0	48	
MYCO000429	10	0	27	
MYCO000432	13	0	26	
MYCO000433	24	0	39	
MYCO000439	154	0	44	
MYCO000440	48	0	50	
MYCO000462	10	0	36	
MYCO000465	37	0	70	
MYCO000466	18	0	27	
MYCO000467	19	0	38	
MYCO000468	37	0	33	
MYCO000472	10	0	28	
MYCO000475	95	0	30	
MYCO000483	47	0	48	
MYCO000484	40	0	32	
MYCO000486	250	0	59	
MYCO000489	609	0	26	
MYCO000490	53	0	37	
MYCO000491	7	0	18	
MYCO000495	12	0	35	
MYCO000496	52	0	40	
MYCO000498	72	0	42	
MYCO000501	23	0	38	
MYCO000502	31	0	33	
MYCO000505	999	0	33	
MYCO000509	91	0	58	
MYCO000510	74	0	34	
MYCO000512	86	0	33	
MYCO000524	341	0	50	
MYCO000527	126	0	29	
MYCO000528	639	0	50	
MYCO000529	149	0	50	
MYCO000548	28	0	28	
MYCO000551	139	0	81	
MYCO000553	402	0	37	
MYCO000555	387	0	46	
MYCO000557	46	0	60	
MYCO000558	197	0	25	
MYCO000562	22	0	44	
MYCO000563	86	0	37	
MYCO000564	46	0	51	
MYCO000566	11	0	21	
MYCO000636	7	0	19	
MYCO000639	161	0	23	
MYCO000647	155	0	56	
MYCO000655	25	0	47	
MYCO000667	202	0	234	
MYCO000668	164	0	220	
MYCO000672	169	0	81	
MYCO000684	62	0	78	
MYCO000685	15	0	28	
MYCO000693	384	0	47	
MYCO000696	68	0	56	
MYCO000732	10	0	50	
MYCO000733	9	0	20	
MYCO000734	440	0	26	
MYCO000757	9	0	25	
MYCO000758	108	0	131	
MYCO000772	130	0	50	
MYCO000777	49	0	38	
MYCO000780	13	0	31	
MYCO000782	3995	0	5	
MYCO000788	122	0	22	
MYCO000803	93	0	74	
MYCO000808	70	0	56	
MYCO000809	6	0	33	
MYCO000810	2	0	7	
MYCO000814	809	16	13	
MYCO000815	56	4	40	
MYCO000820	13	0	26	
MYCO000821	24	0	17	
MYCO000823	84	0	50	
MYCO000824	8	0	22	
MYCO000859	64	0	68	
MYCO000860	251	0	92	
MYCO000861	38	0	57	
MYCO000871	13	0	12	
MYCO000876	5	0	59	
MYCO000884	13	0	48	
MYCO000885	55	0	33	
MYCO000886	962	0	61	
MYCO000889	828	0	49	
MYCO000896	52	0	51	
MYCO000902	33	0	25	
MYCO000903	8	0	12	
MYCO000906	1066	0	45	
MYCO000926	20	0	62	
MYCO000927	180	0	31	
MYCO000929	373	0	29	
MYCO000946	43	0	65	
MYCO000949	179	0	91	
MYCO000951	35	0	47	
MYCO000952	76	0	40	
MYCO000953	300	0	49	
MYCO000957	439	0	47	
MYCO000981	44	0	26	
MYCO000983	520	0	57	
MYCO000993	118	0	31	
MYCO000994	273	0	52	
MYCO000995	16	0	28	
MYCO001001	36	0	58	
MYCO001002	61	0	62	
MYCO001007	13	0	58	
MYCO001008	241	0	35	
MYCO001009	209	0	37	
MYCO001010	86	0	44	
MYCO001011	35	0	29	
MYCO001013	50	0	53	
MYCO001014	32	0	32	
MYCO001015	28	0	28	
MYCO001017	5	0	29	
MYCO001018	46	0	63	
MYCO001020	476	0	150	
MYCO001022	196	0	30	
MYCO001023	145	0	51	
MYCO001026	263	0	38	
MYCO001070	22	0	22	
MYCO001071	19	0	53	
MYCO001072	4	0	27	
MYCO001077	66	0	61	
MYCO001079	71	0	37	
MYCO001080	227	0	17	
MYCO001082	39	0	31	
MYCO001086	58	0	37	
MYCO001092	103	0	30	
MYCO001094	66	0	19	
MYCO001095	95	0	43	
MYCO001098	71	0	40	
MYCO001099	251	0	38	
MYCO001108	76	0	50	
MYCO001110	14	0	28	
MYCO001112	531	0	40	
MYCO001165	186	0	77	
MYCO001173	244	0	86	
MYCO001177	14	0	8	
MYCO001178	150	0	49	
MYCO001193	397	0	46	
MYCO001201	243	0	38	
MYCO001202	192	0	34	
MYCO001207	288	0	40	
MYCO001208	28	0	32	
MYCO001213	197	0	53	
MYCO001220	242	0	17	
MYCO001221	5	0	30	
MYCO001223	672	0	62	
MYCO001229	120	0	47	
MYCO001238	47	0	33	
MYCO001239	16	0	44	
MYCO001245	88	0	44	
MYCO001248	470	0	131	
MYCO001253	183	0	73	
MYCO001272	312	0	61	
MYCO001273	23	0	70	
MYCO001277	455	0	40	
MYCO001292	34	0	61	
MYCO001293	55	0	45	
MYCO001294	71	0	41	
MYCO001295	60	0	42	
MYCO001297	343	0	53	
MYCO001299	43	0	26	
MYCO001302	14	0	32	
MYCO001305	8	0	8	
MYCO001308	66	0	48	
MYCO001309	13	0	37	
MYCO001310	19	0	39	
MYCO001311	16	0	21	
MYCO001315	23	0	36	
MYCO001321	61	0	29	
MYCO001323	85	0	44	
MYCO001326	50	0	81	
MYCO001327	74	0	66	
MYCO001328	138	0	106	
MYCO001338	113	0	30	
MYCO001340	54	0	25	
MYCO001380	49	0	31	
MYCO001381	440	0	43	
MYCO001383	40	0	41	
MYCO001384	397	0	138	
MYCO001385	653	0	37	
MYCO001388	5	0	24	
MYCO001390	2	0	11	
MYCO001391	735	0	55	
MYCO001392	412	0	62	
MYCO001402	1688	0	58	
MYCO001407	569	0	68	
MYCO001408	135	0	26	
MYCO001410	13	0	54	
MYCO001412	19	0	27	
MYCO001415	20	0	42	
MYCO001416	8	0	19	
MYCO001420	28	0	61	
MYCO001421	25	0	33	
MYCO001436	7	0	38	
MYCO001437	44	0	45	
MYCO001438	21	0	28	
MYCO001440	22	0	13	
MYCO001445	260	0	33	
MYCO001447	492	0	82	
MYCO001448	49	0	46	
MYCO001449	209	0	72	
MYCO001451	81	0	38	
MYCO001457	9	0	28	
MYCO001458	23	0	39	
MYCO001462	53	0	53	
MYCO001463	13	0	27	
MYCO001464	223	0	45	
MYCO001465	11	0	14	
MYCO001466	8	0	9	
MYCO001467	75	2104	56	
MYCO001473	40	0	47	
MYCO001474	131	0	17	
MYCO001475	24	0	79	
MYCO001479	87	0	41	
MYCO001480	124	0	40	
MYCO001481	22	0	36	
MYCO001483	109	0	20	
MYCO001484	29	0	35	
MYCO001485	126	0	31	
MYCO001493	652	0	63	
MYCO001536	137	0	118	
MYCO001540	28	0	47	
MYCO001547	154	0	104	
MYCO001557	703	0	53	
MYCO001559	901	0	57	
MYCO001564	48	0	81	
MYCO001568	255	0	46	
MYCO001569	795	0	29	
MYCO001589	17	0	30	
MYCO001593	4	0	25	
MYCO001594	53	0	44	
MYCO001595	456	0	59	
MYCO001599	377	0	48	
MYCO001600	10	0	45	
MYCO001601	2	0	21	
MYCO001603	11	0	31	
MYCO001605	18	0	31	
MYCO001609	93	0	67	
MYCO001611	73	0	24	
MYCO001612	11	0	50	
MYCO001617	57	0	54	
MYCO001626	22	0	23	
MYCO001627	128	0	35	
MYCO001629	149	0	111	
MYCO001633	547	0	81	
MYCO001638	188	0	112	
MYCO001641	4096	0	0	
MYCO001649	319	0	35	
MYCO001652	235	0	37	
MYCO001653	727	0	34	
MYCO001654	110	0	25	
MYCO001655	457	0	48	
MYCO001656	346	0	32	
MYCO001657	383	0	18	
MYCO001658	124	0	47	
MYCO001659	385	0	47	
MYCO001689	14	0	39	
MYCO001694	153	0	35	
MYCO001695	4	0	34	
MYCO001697	6	0	29	
MYCO001699	23	0	92	
MYCO001701	62	0	28	
MYCO001708	22	0	29	
MYCO001709	7	0	40	
MYCO001711	3	0	34	
MYCO001712	28	0	29	
MYCO001713	194	0	52	
MYCO001821	44	0	89	
MYCO001827	5	0	21	
MYCO001829	41	0	21	
MYCO001830	21	0	55	
MYCO001832	118	0	115	
MYCO001837	104	0	85	
MYCO001842	86	0	69	
MYCO001843	103	0	59	
MYCO001844	60	0	72	
MYCO001854	43	0	60	
MYCO001886	85	0	48	
MYCO001894	185	0	60	
MYCO001981	18	0	26	
MYCO002050	4	0	11	
MYCO002089	306	0	51	
MYCO002090	4001	0	10	
MYCO002092	491	0	103	
MYCO002093	42	0	32	
MYCO002096	30	0	45	
MYCO002097	88	0	39	
MYCO002109	17	0	30	
MYCO002110	49	0	38	
MYCO002111	115	0	10	
MYCO002112	1788	0	49	
MYCO002115	39	0	72	
MYCO002118	16	0	23	
MYCO002119	28	0	42	
MYCO002121	56	0	27	
MYCO002122	4	0	13	
MYCO002125	40	0	27	
MYCO002130	525	0	35	
MYCO002134	24	0	22	
MYCO002139	84	0	44	
MYCO002140	2	0	21	
MYCO002141	71	0	58	
MYCO002145	59	0	28	
MYCO002150	258	0	32	
MYCO002151	278	0	23	
MYCO002153	802	0	58	
