GbGDiv simplified results table from 'accumulate-25.txt' records table.
Isolate records read from table: 6394

Locus	Missing	Paralogous	CountNuc
id	0	0	6394	
isolate	0	0	6394	
rMLST_database_accession	0	0	6394	
BACT000001	17	0	92	
BACT000002	183	0	36	
BACT000003	620	0	42	
BACT000004	38	0	30	
BACT000005	106	0	34	
BACT000006	5	0	18	
BACT000007	16	0	19	
BACT000008	27	0	27	
BACT000009	28	0	30	
BACT000010	2	0	13	
BACT000011	53	0	24	
BACT000012	4	0	22	
BACT000013	16	0	28	
BACT000014	3	5868	2	
BACT000015	9	0	9	
BACT000016	52	0	32	
BACT000017	18	0	21	
BACT000018	1	4988	4	
BACT000019	2	0	13	
BACT000020	7	0	16	
BACT000021	6393	0	1	
BACT000030	67	1786	33	
BACT000031	4	0	30	
BACT000032	16	0	27	
BACT000033	176	0	33	
BACT000034	13	0	28	
BACT000035	7	0	30	
BACT000036	410	0	24	
BACT000038	29	0	21	
BACT000039	23	0	27	
BACT000040	782	0	18	
BACT000042	10	0	28	
BACT000043	6	0	24	
BACT000044	36	0	21	
BACT000045	29	0	20	
BACT000046	8	0	35	
BACT000047	82	0	18	
BACT000048	2	0	19	
BACT000049	7	0	20	
BACT000050	38	0	17	
BACT000051	197	0	30	
BACT000052	3	0	16	
BACT000053	7	0	17	
BACT000056	10	0	13	
BACT000057	4	6191	5	
BACT000058	1	1	15	
BACT000059	0	0	14	
BACT000060	4	0	12	
BACT000061	19	0	18	
BACT000062	2	5328	8	
BACT000063	3	1	14	
BACT000064	4	0	14	
BACT000065	5	0	4	
MYCO000001	46	0	141	
MYCO000005	41	0	158	
MYCO000006	68	0	262	
MYCO000009	19	0	38	
MYCO000011	12	0	30	
MYCO000013	8	0	66	
MYCO000015	1438	0	84	
MYCO000016	103	0	101	
MYCO000017	89	0	99	
MYCO000019	10	0	38	
MYCO000038	416	0	41	
MYCO000046	19	0	70	
MYCO000047	24	0	40	
MYCO000049	42	0	32	
MYCO000050	700	0	163	
MYCO000051	535	0	121	
MYCO000054	253	0	33	
MYCO000066	32	0	143	
MYCO000068	177	0	89	
MYCO000129	60	0	42	
MYCO000183	342	0	58	
MYCO000184	381	0	37	
MYCO000189	847	0	71	
MYCO000198	72	0	125	
MYCO000204	197	0	61	
MYCO000207	19	0	46	
MYCO000211	76	0	122	
MYCO000223	632	0	87	
MYCO000225	47	0	45	
MYCO000227	714	0	65	
MYCO000228	153	0	65	
MYCO000236	1452	0	193	
MYCO000237	163	0	82	
MYCO000238	23	0	41	
MYCO000241	43	0	67	
MYCO000242	1051	0	77	
MYCO000243	593	0	74	
MYCO000244	129	3189	87	
MYCO000247	16	0	36	
MYCO000248	35	0	68	
MYCO000270	56	0	101	
MYCO000274	404	0	47	
MYCO000321	12	0	32	
MYCO000322	82	0	62	
MYCO000334	8	0	38	
MYCO000337	56	0	55	
MYCO000350	107	0	65	
MYCO000352	660	0	52	
MYCO000357	21	0	57	
MYCO000360	214	0	28	
MYCO000383	1195	0	36	
MYCO000384	801	0	96	
MYCO000407	295	0	57	
MYCO000410	201	0	118	
MYCO000411	175	0	49	
MYCO000414	1332	0	32	
MYCO000415	1403	0	47	
MYCO000417	441	1593	34	
MYCO000423	38	0	59	
MYCO000429	17	0	33	
MYCO000432	19	0	32	
MYCO000433	42	0	46	
MYCO000439	244	0	56	
MYCO000440	73	0	62	
MYCO000462	17	0	50	
MYCO000465	58	0	80	
MYCO000466	30	0	35	
MYCO000467	25	0	50	
MYCO000468	61	0	43	
MYCO000472	17	0	33	
MYCO000475	151	0	41	
MYCO000483	70	0	59	
MYCO000484	66	0	43	
MYCO000486	385	0	68	
MYCO000489	941	0	30	
MYCO000490	75	0	41	
MYCO000491	9	0	20	
MYCO000495	19	0	46	
MYCO000496	86	0	45	
MYCO000498	110	0	49	
MYCO000501	33	0	54	
MYCO000502	50	0	46	
MYCO000505	1537	0	40	
MYCO000509	141	0	73	
MYCO000510	109	0	42	
MYCO000512	142	0	47	
MYCO000524	517	0	61	
MYCO000527	196	0	40	
MYCO000528	986	0	64	
MYCO000529	232	0	55	
MYCO000548	44	0	43	
MYCO000551	217	0	99	
MYCO000553	611	0	47	
MYCO000555	595	0	61	
MYCO000557	75	0	91	
MYCO000558	316	0	30	
MYCO000562	31	0	52	
MYCO000563	132	0	48	
MYCO000564	81	0	60	
MYCO000566	19	0	24	
MYCO000636	13	0	25	
MYCO000639	245	0	28	
MYCO000647	238	0	71	
MYCO000655	35	0	56	
MYCO000667	314	0	291	
MYCO000668	254	0	283	
MYCO000672	272	0	100	
MYCO000684	88	0	101	
MYCO000685	28	0	35	
MYCO000693	609	0	50	
MYCO000696	102	0	74	
MYCO000732	17	0	61	
MYCO000733	12	0	24	
MYCO000734	662	0	35	
MYCO000757	13	0	34	
MYCO000758	177	0	172	
MYCO000772	196	0	59	
MYCO000777	71	0	44	
MYCO000780	25	0	43	
MYCO000782	6250	0	5	
MYCO000788	179	0	28	
MYCO000803	148	0	102	
MYCO000808	125	0	74	
MYCO000809	11	0	43	
MYCO000810	7	0	10	
MYCO000814	1269	25	13	
MYCO000815	101	6	47	
MYCO000820	21	0	30	
MYCO000821	35	0	21	
MYCO000823	124	0	63	
MYCO000824	14	0	28	
MYCO000859	95	0	81	
MYCO000860	381	0	115	
MYCO000861	69	0	74	
MYCO000871	20	0	14	
MYCO000876	11	0	79	
MYCO000884	24	0	52	
MYCO000885	82	0	41	
MYCO000886	1486	0	88	
MYCO000889	1257	0	60	
MYCO000896	92	0	61	
MYCO000902	52	0	35	
MYCO000903	16	0	14	
MYCO000906	1638	0	60	
MYCO000926	34	0	72	
MYCO000927	285	0	47	
MYCO000929	562	0	36	
MYCO000946	69	0	76	
MYCO000949	278	0	112	
MYCO000951	53	0	55	
MYCO000952	124	0	50	
