GbGDiv simplified results table from 'accumulate-4.txt' records table.
Isolate records read from table: 1024

Locus	Missing	Paralogous	CountNuc
id	0	0	1024	
isolate	0	0	1024	
rMLST_database_accession	0	0	1024	
BACT000001	3	0	31	
BACT000002	28	0	12	
BACT000003	96	0	18	
BACT000004	8	0	8	
BACT000005	18	0	10	
BACT000006	0	0	7	
BACT000007	3	0	10	
BACT000008	4	0	8	
BACT000009	2	0	13	
BACT000010	0	0	4	
BACT000011	8	0	7	
BACT000012	0	0	10	
BACT000013	2	0	8	
BACT000014	1	929	2	
BACT000015	1	0	5	
BACT000016	12	0	13	
BACT000017	7	0	12	
BACT000018	0	794	3	
BACT000019	0	0	4	
BACT000020	1	0	8	
BACT000021	1024	0	0	
BACT000030	5	269	11	
BACT000031	1	0	11	
BACT000032	3	0	10	
BACT000033	25	0	10	
BACT000034	3	0	10	
BACT000035	2	0	8	
BACT000036	61	0	9	
BACT000038	2	0	9	
BACT000039	4	0	11	
BACT000040	114	0	6	
BACT000042	1	0	11	
BACT000043	0	0	9	
BACT000044	7	0	6	
BACT000045	1	0	9	
BACT000046	1	0	17	
BACT000047	9	0	6	
BACT000048	0	0	7	
BACT000049	1	0	11	
BACT000050	5	0	6	
BACT000051	28	0	9	
BACT000052	1	0	4	
BACT000053	2	0	5	
BACT000056	0	0	4	
BACT000057	1	987	3	
BACT000058	0	0	5	
BACT000059	0	0	4	
BACT000060	2	0	2	
BACT000061	1	0	7	
BACT000062	0	867	5	
BACT000063	1	0	5	
BACT000064	0	0	6	
BACT000065	1	0	1	
MYCO000001	10	0	40	
MYCO000005	7	0	57	
MYCO000006	8	0	87	
MYCO000009	2	0	11	
MYCO000011	0	0	10	
MYCO000013	0	0	24	
MYCO000015	217	0	26	
MYCO000016	15	0	31	
MYCO000017	10	0	26	
MYCO000019	1	0	19	
MYCO000038	72	0	10	
MYCO000046	2	0	22	
MYCO000047	3	0	15	
MYCO000049	6	0	15	
MYCO000050	113	0	66	
MYCO000051	89	0	40	
MYCO000054	40	0	15	
MYCO000066	5	0	51	
MYCO000068	25	0	31	
MYCO000129	10	0	17	
MYCO000183	46	0	16	
MYCO000184	46	0	15	
MYCO000189	129	0	29	
MYCO000198	6	0	48	
MYCO000204	26	0	19	
MYCO000207	2	0	17	
MYCO000211	14	0	45	
MYCO000223	100	0	26	
MYCO000225	5	0	15	
MYCO000227	111	0	33	
MYCO000228	16	0	24	
MYCO000236	225	0	60	
MYCO000237	30	0	29	
MYCO000238	2	0	11	
MYCO000241	5	0	18	
MYCO000242	177	0	23	
MYCO000243	79	0	26	
MYCO000244	19	498	39	
MYCO000247	3	0	14	
MYCO000248	3	0	21	
MYCO000270	11	0	40	
MYCO000274	67	0	16	
MYCO000321	2	0	9	
MYCO000322	9	0	21	
MYCO000334	2	0	10	
MYCO000337	9	0	19	
MYCO000350	19	0	22	
MYCO000352	107	0	22	
MYCO000357	3	0	21	
MYCO000360	45	0	15	
MYCO000383	196	0	12	
MYCO000384	136	0	30	
MYCO000407	48	0	17	
MYCO000410	27	0	42	
MYCO000411	20	0	15	
MYCO000414	225	0	12	
MYCO000415	219	0	19	
MYCO000417	66	241	13	
MYCO000423	9	0	18	
MYCO000429	2	0	10	
MYCO000432	0	0	10	
MYCO000433	4	0	13	
MYCO000439	39	0	14	
MYCO000440	14	0	18	
MYCO000462	4	0	17	
MYCO000465	11	0	30	
MYCO000466	7	0	9	
MYCO000467	3	0	20	
MYCO000468	15	0	10	
MYCO000472	2	0	10	
MYCO000475	30	0	12	
MYCO000483	13	0	18	
MYCO000484	8	0	17	
MYCO000486	52	0	21	
MYCO000489	159	0	11	
MYCO000490	13	0	19	
MYCO000491	1	0	8	
MYCO000495	3	0	17	
MYCO000496	12	0	18	
MYCO000498	11	0	20	
MYCO000501	9	0	18	
MYCO000502	8	0	9	
MYCO000505	240	0	14	
MYCO000509	23	0	29	
MYCO000510	18	0	14	
MYCO000512	23	0	19	
MYCO000524	83	0	15	
MYCO000527	26	0	12	
MYCO000528	144	0	19	
MYCO000529	30	0	23	
MYCO000548	7	0	9	
MYCO000551	35	0	30	
MYCO000553	87	0	16	
MYCO000555	103	0	17	
MYCO000557	13	0	29	
MYCO000558	49	0	9	
MYCO000562	3	0	19	
MYCO000563	22	0	22	
MYCO000564	9	0	26	
MYCO000566	2	0	13	
MYCO000636	3	0	11	
MYCO000639	47	0	13	
MYCO000647	39	0	23	
MYCO000655	5	0	22	
MYCO000667	60	0	101	
MYCO000668	38	0	98	
MYCO000672	41	0	32	
MYCO000684	18	0	37	
MYCO000685	6	0	8	
MYCO000693	87	0	19	
MYCO000696	19	0	28	
MYCO000732	2	0	21	
MYCO000733	1	0	7	
MYCO000734	100	0	7	
MYCO000757	3	0	15	
MYCO000758	22	0	48	
MYCO000772	30	0	21	
MYCO000777	10	0	15	
MYCO000780	3	0	16	
MYCO000782	997	0	3	
MYCO000788	29	0	8	
MYCO000803	27	0	41	
MYCO000808	18	0	30	
MYCO000809	2	0	18	
MYCO000810	0	0	5	
MYCO000814	194	3	12	
MYCO000815	18	1	15	
MYCO000820	2	0	10	
MYCO000821	6	0	9	
MYCO000823	21	0	22	
MYCO000824	3	0	15	
MYCO000859	17	0	31	
MYCO000860	78	0	37	
MYCO000861	5	0	31	
MYCO000871	3	0	6	
MYCO000876	0	0	31	
MYCO000884	2	0	20	
MYCO000885	14	0	18	
MYCO000886	231	0	20	
MYCO000889	202	0	20	
MYCO000896	18	0	20	
MYCO000902	9	0	11	
MYCO000903	4	0	5	
