GbGDiv simplified results table from 'accumulate-12.txt' records table.
Isolate records read from table: 3072

Locus	Missing	Paralogous	CountNuc
id	0	0	3072	
isolate	0	0	3072	
rMLST_database_accession	0	0	3072	
BACT000001	9	0	64	
BACT000002	95	0	27	
BACT000003	303	0	32	
BACT000004	22	0	18	
BACT000005	52	0	20	
BACT000006	2	0	13	
BACT000007	7	0	17	
BACT000008	14	0	15	
BACT000009	10	0	23	
BACT000010	1	0	8	
BACT000011	26	0	17	
BACT000012	2	0	17	
BACT000013	5	0	14	
BACT000014	2	2799	2	
BACT000015	1	0	9	
BACT000016	30	0	25	
BACT000017	10	0	17	
BACT000018	0	2384	3	
BACT000019	0	0	10	
BACT000020	5	0	13	
BACT000021	3072	0	0	
BACT000030	27	862	23	
BACT000031	2	0	19	
BACT000032	5	0	15	
BACT000033	86	0	24	
BACT000034	6	0	18	
BACT000035	4	0	23	
BACT000036	202	0	17	
BACT000038	14	0	16	
BACT000039	11	0	18	
BACT000040	374	0	14	
BACT000042	5	0	20	
BACT000043	1	0	20	
BACT000044	21	0	14	
BACT000045	16	0	14	
BACT000046	3	0	27	
BACT000047	42	0	10	
BACT000048	0	0	15	
BACT000049	2	0	15	
BACT000050	17	0	13	
BACT000051	94	0	19	
BACT000052	1	0	11	
BACT000053	2	0	9	
BACT000056	5	0	11	
BACT000057	1	2985	3	
BACT000058	1	0	11	
BACT000059	0	0	7	
BACT000060	2	0	6	
BACT000061	8	0	12	
BACT000062	1	2583	7	
BACT000063	1	0	9	
BACT000064	2	0	12	
BACT000065	3	0	1	
MYCO000001	19	0	93	
MYCO000005	22	0	114	
MYCO000006	35	0	166	
MYCO000009	8	0	23	
MYCO000011	8	0	18	
MYCO000013	3	0	44	
MYCO000015	699	0	54	
MYCO000016	50	0	66	
MYCO000017	44	0	61	
MYCO000019	6	0	25	
MYCO000038	210	0	30	
MYCO000046	11	0	52	
MYCO000047	12	0	27	
MYCO000049	16	0	25	
MYCO000050	341	0	121	
MYCO000051	266	0	86	
MYCO000054	129	0	25	
MYCO000066	16	0	91	
MYCO000068	86	0	64	
MYCO000129	28	0	25	
MYCO000183	154	0	38	
MYCO000184	171	0	24	
MYCO000189	398	0	51	
MYCO000198	27	0	86	
MYCO000204	100	0	37	
MYCO000207	12	0	29	
MYCO000211	38	0	90	
MYCO000223	327	0	57	
MYCO000225	23	0	28	
MYCO000227	345	0	47	
MYCO000228	64	0	46	
MYCO000236	713	0	123	
MYCO000237	86	0	58	
MYCO000238	10	0	27	
MYCO000241	22	0	50	
MYCO000242	539	0	48	
MYCO000243	279	0	45	
MYCO000244	63	1541	60	
MYCO000247	7	0	24	
MYCO000248	19	0	50	
MYCO000270	29	0	72	
MYCO000274	194	0	32	
MYCO000321	6	0	16	
MYCO000322	31	0	41	
MYCO000334	4	0	21	
MYCO000337	29	0	39	
MYCO000350	43	0	43	
MYCO000352	329	0	39	
MYCO000357	13	0	39	
MYCO000360	114	0	20	
MYCO000383	587	0	22	
MYCO000384	406	0	71	
MYCO000407	135	0	39	
MYCO000410	94	0	70	
MYCO000411	76	0	34	
MYCO000414	651	0	24	
MYCO000415	680	0	35	
MYCO000417	223	765	25	
MYCO000423	23	0	41	
MYCO000429	8	0	21	
MYCO000432	6	0	24	
MYCO000433	16	0	33	
MYCO000439	120	0	35	
MYCO000440	38	0	43	
MYCO000462	8	0	30	
MYCO000465	30	0	60	
MYCO000466	12	0	20	
MYCO000467	11	0	31	
MYCO000468	28	0	28	
MYCO000472	6	0	22	
MYCO000475	76	0	27	
MYCO000483	38	0	34	
MYCO000484	34	0	32	
MYCO000486	185	0	49	
MYCO000489	458	0	21	
MYCO000490	45	0	33	
MYCO000491	6	0	16	
MYCO000495	11	0	30	
MYCO000496	39	0	36	
MYCO000498	57	0	35	
MYCO000501	19	0	34	
MYCO000502	23	0	25	
MYCO000505	743	0	27	
MYCO000509	72	0	53	
MYCO000510	60	0	30	
MYCO000512	67	0	30	
MYCO000524	255	0	38	
MYCO000527	94	0	25	
MYCO000528	483	0	42	
MYCO000529	109	0	42	
MYCO000548	22	0	23	
MYCO000551	105	0	71	
MYCO000553	296	0	34	
MYCO000555	289	0	36	
MYCO000557	36	0	51	
MYCO000558	155	0	24	
MYCO000562	15	0	38	
MYCO000563	66	0	31	
MYCO000564	38	0	47	
MYCO000566	7	0	19	
MYCO000636	7	0	19	
MYCO000639	126	0	20	
MYCO000647	115	0	47	
MYCO000655	19	0	38	
MYCO000667	159	0	204	
MYCO000668	129	0	190	
MYCO000672	133	0	74	
MYCO000684	47	0	66	
MYCO000685	12	0	22	
MYCO000693	283	0	40	
MYCO000696	54	0	47	
MYCO000732	6	0	45	
MYCO000733	7	0	18	
MYCO000734	333	0	20	
MYCO000757	6	0	23	
MYCO000758	84	0	112	
MYCO000772	96	0	44	
MYCO000777	35	0	31	
MYCO000780	11	0	25	
MYCO000782	3001	0	4	
MYCO000788	90	0	20	
MYCO000803	76	0	66	
MYCO000808	56	0	51	
MYCO000809	6	0	27	
MYCO000810	2	0	6	
MYCO000814	596	12	13	
MYCO000815	44	4	33	
MYCO000820	11	0	24	
MYCO000821	19	0	15	
MYCO000823	60	0	44	
MYCO000824	7	0	21	
MYCO000859	50	0	55	
MYCO000860	196	0	75	
MYCO000861	27	0	48	
MYCO000871	10	0	9	
MYCO000876	3	0	54	
MYCO000884	10	0	41	
MYCO000885	43	0	27	
MYCO000886	714	0	51	
MYCO000889	629	0	41	
MYCO000896	42	0	39	
MYCO000902	25	0	18	
MYCO000903	6	0	10	
MYCO000906	790	0	38	
MYCO000926	15	0	56	
MYCO000927	134	0	24	
MYCO000929	281	0	21	
MYCO000946	35	0	57	
MYCO000949	142	0	83	
MYCO000951	25	0	41	
MYCO000952	57	0	31	
MYCO000953	217	0	43	
MYCO000957	316	0	42	
MYCO000981	35	0	23	
MYCO000983	388	0	49	
MYCO000993	95	0	27	
MYCO000994	205	0	48	
MYCO000995	11	0	23	
MYCO001001	27	0	49	
MYCO001002	47	0	48	
MYCO001007	9	0	45	
MYCO001008	181	0	25	
MYCO001009	159	0	32	
MYCO001010	67	0	37	
MYCO001011	23	0	26	
MYCO001013	41	0	47	
MYCO001014	24	0	28	
MYCO001015	20	0	23	
MYCO001017	3	0	23	
MYCO001018	31	0	53	
MYCO001020	356	0	124	
MYCO001022	151	0	24	
MYCO001023	113	0	48	
MYCO001026	210	0	31	
MYCO001070	13	0	21	
MYCO001071	15	0	48	
MYCO001072	3	0	23	
MYCO001077	51	0	50	
MYCO001079	58	0	30	
MYCO001080	173	0	14	
MYCO001082	25	0	24	
MYCO001086	42	0	32	
MYCO001092	82	0	28	
MYCO001094	54	0	18	
MYCO001095	69	0	38	
