GbGDiv simplified results table from 'accumulate-1.txt' records table.
Isolate records read from table: 256

Locus	Missing	Paralogous	CountNuc
id	0	0	256	
isolate	0	0	256	
rMLST_database_accession	0	0	256	
BACT000001	1	0	14	
BACT000002	12	0	4	
BACT000003	32	0	5	
BACT000004	1	0	4	
BACT000005	9	0	5	
BACT000006	0	0	4	
BACT000007	3	0	6	
BACT000008	2	0	3	
BACT000009	1	0	7	
BACT000010	0	0	2	
BACT000011	4	0	6	
BACT000012	0	0	5	
BACT000013	0	0	5	
BACT000014	1	231	2	
BACT000015	0	0	3	
BACT000016	5	0	5	
BACT000017	4	0	2	
BACT000018	0	199	2	
BACT000019	0	0	1	
BACT000020	1	0	2	
BACT000021	256	0	0	
BACT000030	1	70	8	
BACT000031	0	0	4	
BACT000032	0	0	5	
BACT000033	12	0	5	
BACT000034	1	0	5	
BACT000035	0	0	5	
BACT000036	19	0	4	
BACT000038	1	0	4	
BACT000039	2	0	4	
BACT000040	33	0	4	
BACT000042	0	0	7	
BACT000043	0	0	6	
BACT000044	4	0	4	
BACT000045	0	0	3	
BACT000046	0	0	8	
BACT000047	3	0	2	
BACT000048	0	0	3	
BACT000049	1	0	6	
BACT000050	1	0	2	
BACT000051	15	0	5	
BACT000052	0	0	1	
BACT000053	1	0	3	
BACT000056	0	0	3	
BACT000057	1	244	2	
BACT000058	0	0	4	
BACT000059	0	0	2	
BACT000060	1	0	1	
BACT000061	0	0	4	
BACT000062	0	208	4	
BACT000063	0	0	3	
BACT000064	0	0	3	
BACT000065	0	0	1	
MYCO000001	5	0	11	
MYCO000005	3	0	21	
MYCO000006	4	0	44	
MYCO000009	2	0	6	
MYCO000011	0	0	5	
MYCO000013	0	0	10	
MYCO000015	67	0	9	
MYCO000016	6	0	12	
MYCO000017	0	0	10	
MYCO000019	0	0	6	
MYCO000038	23	0	2	
MYCO000046	2	0	9	
MYCO000047	2	0	4	
MYCO000049	3	0	7	
MYCO000050	31	0	27	
MYCO000051	28	0	15	
MYCO000054	7	0	8	
MYCO000066	1	0	21	
MYCO000068	5	0	15	
MYCO000129	2	0	9	
MYCO000183	10	0	3	
MYCO000184	15	0	6	
MYCO000189	40	0	10	
MYCO000198	4	0	14	
MYCO000204	12	0	4	
MYCO000207	1	0	6	
MYCO000211	6	0	16	
MYCO000223	26	0	9	
MYCO000225	2	0	7	
MYCO000227	34	0	10	
MYCO000228	7	0	12	
MYCO000236	65	0	25	
MYCO000237	11	0	13	
MYCO000238	0	0	5	
MYCO000241	4	0	9	
MYCO000242	49	0	10	
MYCO000243	26	0	9	
MYCO000244	8	122	21	
MYCO000247	2	0	4	
MYCO000248	1	0	8	
MYCO000270	3	0	22	
MYCO000274	14	0	6	
MYCO000321	0	0	2	
MYCO000322	4	0	8	
MYCO000334	2	0	3	
MYCO000337	6	0	8	
MYCO000350	7	0	10	
MYCO000352	30	0	14	
MYCO000357	0	0	6	
MYCO000360	14	0	6	
MYCO000383	61	0	3	
MYCO000384	39	0	8	
MYCO000407	19	0	8	
MYCO000410	7	0	14	
MYCO000411	12	0	10	
MYCO000414	65	0	3	
MYCO000415	64	0	8	
MYCO000417	23	60	7	
MYCO000423	4	0	5	
MYCO000429	1	0	2	
MYCO000432	0	0	5	
MYCO000433	2	0	5	
MYCO000439	12	0	4	
MYCO000440	5	0	10	
MYCO000462	1	0	9	
MYCO000465	1	0	14	
MYCO000466	0	0	6	
MYCO000467	0	0	8	
MYCO000468	4	0	4	
MYCO000472	1	0	5	
MYCO000475	10	0	6	
MYCO000483	7	0	7	
MYCO000484	2	0	7	
MYCO000486	17	0	10	
MYCO000489	45	0	6	
MYCO000490	1	0	9	
MYCO000491	0	0	2	
MYCO000495	1	0	6	
MYCO000496	5	0	8	
MYCO000498	5	0	10	
MYCO000501	2	0	5	
MYCO000502	1	0	3	
MYCO000505	73	0	5	
MYCO000509	8	0	12	
MYCO000510	11	0	7	
MYCO000512	7	0	8	
MYCO000524	28	0	5	
MYCO000527	9	0	4	
MYCO000528	47	0	10	
MYCO000529	11	0	9	
MYCO000548	2	0	5	
MYCO000551	12	0	9	
MYCO000553	30	0	4	
MYCO000555	32	0	5	
MYCO000557	6	0	13	
MYCO000558	15	0	5	
MYCO000562	1	0	9	
MYCO000563	10	0	10	
MYCO000564	4	0	12	
MYCO000566	2	0	6	
MYCO000636	2	0	5	
MYCO000639	15	0	5	
MYCO000647	13	0	5	
MYCO000655	3	0	12	
MYCO000667	13	0	36	
MYCO000668	13	0	47	
MYCO000672	12	0	14	
MYCO000684	8	0	15	
MYCO000685	2	0	2	
MYCO000693	25	0	6	
MYCO000696	10	0	13	
MYCO000732	1	0	9	
MYCO000733	0	0	3	
MYCO000734	28	0	5	
MYCO000757	1	0	6	
MYCO000758	8	0	18	
MYCO000772	10	0	6	
MYCO000777	3	0	3	
MYCO000780	1	0	6	
MYCO000782	250	0	2	
MYCO000788	13	0	4	
MYCO000803	6	0	20	
MYCO000808	4	0	16	
MYCO000809	0	0	11	
MYCO000810	0	0	2	
MYCO000814	58	0	4	
MYCO000815	2	0	5	
MYCO000820	0	0	5	
MYCO000821	1	0	5	
MYCO000823	6	0	11	
MYCO000824	1	0	7	
MYCO000859	7	0	15	
MYCO000860	24	0	17	
MYCO000861	1	0	22	
MYCO000871	1	0	2	
MYCO000876	0	0	10	
MYCO000884	1	0	6	
MYCO000885	3	0	6	
MYCO000886	58	0	8	
MYCO000889	56	0	8	
MYCO000896	4	0	4	
MYCO000902	4	0	6	
MYCO000903	3	0	4	
MYCO000906	71	0	11	
MYCO000926	2	0	11	
MYCO000927	15	0	4	
MYCO000929	30	0	5	
MYCO000946	5	0	10	
MYCO000949	12	0	15	
MYCO000951	4	0	8	
MYCO000952	8	0	13	
MYCO000953	25	0	7	
MYCO000957	34	0	7	
MYCO000981	4	0	7	
MYCO000983	35	0	14	
MYCO000993	12	0	7	
MYCO000994	22	0	10	
MYCO000995	2	0	8	
MYCO001001	3	0	8	
MYCO001002	6	0	9	
MYCO001007	2	0	10	
MYCO001008	19	0	11	
MYCO001009	22	0	5	
MYCO001010	7	0	8	
MYCO001011	2	0	8	
MYCO001013	4	0	12	
MYCO001014	2	0	7	
MYCO001015	2	0	6	
MYCO001017	0	0	8	
MYCO001018	3	0	9	
MYCO001020	33	0	20	
MYCO001022	14	0	8	
MYCO001023	12	0	14	
MYCO001026	18	0	8	
MYCO001070	1	0	4	
MYCO001071	1	0	12	
MYCO001072	0	0	11	
MYCO001077	7	0	12	
MYCO001079	3	0	10	
MYCO001080	9	0	2	
MYCO001082	1	0	6	
MYCO001086	5	0	7	
MYCO001092	11	0	8	
MYCO001094	9	0	4	
MYCO001095	8	0	7	
MYCO001098	5	0	8	
MYCO001099	20	0	7	
MYCO001108	7	0	10	
MYCO001110	1	0	10	
MYCO001112	33	0	9	
MYCO001165	12	0	13	
MYCO001173	15	0	12	
MYCO001177	2	0	1	
MYCO001178	9	0	9	
MYCO001193	29	0	8	
MYCO001201	12	0	9	
MYCO001202	14	0	6	
MYCO001207	27	0	6	
MYCO001208	3	0	7	
MYCO001213	16	0	12	
MYCO001220	13	0	1	
MYCO001221	0	0	8	
MYCO001223	55	0	10	
MYCO001229	7	0	7	
MYCO001238	3	0	8	
MYCO001239	0	0	5	
MYCO001245	12	0	8	
MYCO001248	40	0	22	
MYCO001253	12	0	15	
MYCO001272	24	0	9	
MYCO001273	1	0	10	
MYCO001277	34	0	8	
MYCO001292	2	0	11	
MYCO001293	6	0	3	
MYCO001294	10	0	8	
MYCO001295	4	0	10	
MYCO001297	26	0	6	
MYCO001299	4	0	3	
MYCO001302	1	0	3	
MYCO001305	2	0	2	
MYCO001308	6	0	8	
MYCO001309	1	0	7	
MYCO001310	2	0	6	
MYCO001311	2	0	3	
MYCO001315	0	0	6	
MYCO001321	7	0	8	
MYCO001323	6	0	9	
MYCO001326	4	0	13	
MYCO001327	8	0	11	
MYCO001328	13	0	19	
MYCO001338	10	0	7	
MYCO001340	2	0	5	
MYCO001380	8	0	7	
MYCO001381	30	0	8	
MYCO001383	1	0	11	
MYCO001384	24	0	24	
MYCO001385	51	0	7	
MYCO001388	1	0	7	
MYCO001390	1	0	4	
MYCO001391	53	0	10	
MYCO001392	34	0	21	
MYCO001402	103	0	12	
MYCO001407	40	0	19	
MYCO001408	9	0	4	
MYCO001410	0	0	6	
MYCO001412	1	0	7	
MYCO001415	1	0	10	
MYCO001416	0	0	5	
MYCO001420	4	0	12	
MYCO001421	3	0	3	
MYCO001436	0	0	14	
MYCO001437	7	0	4	
MYCO001438	2	0	5	
MYCO001440	3	0	3	
MYCO001445	19	0	8	
MYCO001447	40	0	9	
MYCO001448	4	0	7	
MYCO001449	14	0	10	
MYCO001451	3	0	15	
MYCO001457	1	0	5	
MYCO001458	4	0	10	
MYCO001462	5	0	15	
MYCO001463	0	0	9	
MYCO001464	15	0	9	
MYCO001465	0	0	3	
MYCO001466	0	0	4	
MYCO001467	8	122	16	
MYCO001473	3	0	7	
MYCO001474	12	0	4	
MYCO001475	3	0	15	
MYCO001479	9	0	8	
MYCO001480	10	0	8	
MYCO001481	3	0	7	
MYCO001483	10	0	3	
MYCO001484	1	0	8	
MYCO001485	12	0	8	
MYCO001493	51	0	10	
MYCO001536	8	0	29	
MYCO001540	2	0	5	
MYCO001547	13	0	22	
MYCO001557	49	0	12	
MYCO001559	65	0	7	
MYCO001564	3	0	14	
MYCO001568	18	0	9	
MYCO001569	52	0	8	
MYCO001589	0	0	6	
MYCO001593	0	0	2	
MYCO001594	4	0	6	
MYCO001595	31	0	9	
MYCO001599	23	0	5	
MYCO001600	0	0	5	
MYCO001601	0	0	8	
MYCO001603	0	0	4	
MYCO001605	0	0	8	
MYCO001609	5	0	8	
MYCO001611	6	0	3	
MYCO001612	1	0	8	
MYCO001617	5	0	8	
MYCO001626	2	0	4	
MYCO001627	12	0	13	
MYCO001629	11	0	20	
MYCO001633	33	0	21	
MYCO001638	16	0	18	
MYCO001641	256	0	0	
MYCO001649	28	0	6	
MYCO001652	14	0	10	
MYCO001653	50	0	5	
MYCO001654	12	0	6	
MYCO001655	37	0	5	
MYCO001656	22	0	5	
MYCO001657	29	0	3	
MYCO001658	9	0	9	
MYCO001659	26	0	12	
MYCO001689	1	0	8	
MYCO001694	14	0	8	
MYCO001695	0	0	7	
MYCO001697	2	0	6	
MYCO001699	2	0	13	
MYCO001701	7	0	5	
MYCO001708	2	0	6	
MYCO001709	0	0	9	
MYCO001711	0	0	8	
MYCO001712	0	0	8	
MYCO001713	15	0	7	
MYCO001821	1	0	22	
MYCO001827	0	0	1	
MYCO001829	3	0	5	
MYCO001830	0	0	7	
MYCO001832	11	0	16	
MYCO001837	9	0	9	
MYCO001842	8	0	11	
MYCO001843	10	0	10	
MYCO001844	2	0	14	
MYCO001854	2	0	8	
MYCO001886	6	0	6	
MYCO001894	13	0	9	
MYCO001981	2	0	4	
MYCO002050	0	0	1	
MYCO002089	22	0	12	
MYCO002090	254	0	1	
MYCO002092	33	0	21	
MYCO002093	4	0	8	
MYCO002096	1	0	8	
MYCO002097	7	0	11	
MYCO002109	1	0	10	
MYCO002110	5	0	8	
MYCO002111	11	0	3	
MYCO002112	119	0	13	
MYCO002115	4	0	12	
MYCO002118	1	0	4	
MYCO002119	2	0	5	
MYCO002121	6	0	4	
MYCO002122	1	0	6	
MYCO002125	3	0	7	
MYCO002130	33	0	8	
MYCO002134	2	0	5	
MYCO002139	9	0	8	
MYCO002140	0	0	5	
MYCO002141	7	0	8	
MYCO002145	5	0	6	
MYCO002150	17	0	9	
MYCO002151	18	0	1	
MYCO002153	59	0	7	
MYCO002154	60	0	5	
MYCO002155	50	0	15	
MYCO002156	0	0	8	
MYCO002157	119	0	11	
