GbGDiv simplified results table from 'accumulate-6.txt' records table.
Isolate records read from table: 1536

Locus	Missing	Paralogous	CountNuc
id	0	0	1536	
isolate	0	0	1536	
rMLST_database_accession	0	0	1536	
BACT000001	4	0	38	
BACT000002	41	0	14	
BACT000003	139	0	21	
BACT000004	14	0	12	
BACT000005	27	0	12	
BACT000006	0	0	9	
BACT000007	5	0	11	
BACT000008	7	0	9	
BACT000009	2	0	18	
BACT000010	0	0	4	
BACT000011	10	0	8	
BACT000012	0	0	12	
BACT000013	2	0	10	
BACT000014	1	1398	2	
BACT000015	1	0	6	
BACT000016	17	0	16	
BACT000017	8	0	14	
BACT000018	0	1191	3	
BACT000019	0	0	6	
BACT000020	1	0	9	
BACT000021	1536	0	0	
BACT000030	9	414	16	
BACT000031	2	0	13	
BACT000032	3	0	11	
BACT000033	41	0	16	
BACT000034	4	0	15	
BACT000035	2	0	13	
BACT000036	91	0	12	
BACT000038	5	0	11	
BACT000039	5	0	14	
BACT000040	181	0	8	
BACT000042	1	0	13	
BACT000043	0	0	12	
BACT000044	10	0	8	
BACT000045	2	0	9	
BACT000046	2	0	20	
BACT000047	16	0	7	
BACT000048	0	0	12	
BACT000049	1	0	12	
BACT000050	5	0	10	
BACT000051	42	0	12	
BACT000052	1	0	6	
BACT000053	2	0	5	
BACT000056	0	0	5	
BACT000057	1	1486	3	
BACT000058	0	0	7	
BACT000059	0	0	4	
BACT000060	2	0	2	
BACT000061	2	0	8	
BACT000062	0	1290	6	
BACT000063	1	0	6	
BACT000064	0	0	7	
BACT000065	1	0	1	
MYCO000001	14	0	63	
MYCO000005	8	0	75	
MYCO000006	11	0	110	
MYCO000009	4	0	15	
MYCO000011	1	0	11	
MYCO000013	0	0	29	
MYCO000015	327	0	38	
MYCO000016	22	0	40	
MYCO000017	16	0	34	
MYCO000019	1	0	21	
MYCO000038	98	0	15	
MYCO000046	2	0	33	
MYCO000047	6	0	21	
MYCO000049	9	0	17	
MYCO000050	166	0	79	
MYCO000051	131	0	53	
MYCO000054	56	0	17	
MYCO000066	9	0	69	
MYCO000068	38	0	42	
MYCO000129	12	0	21	
MYCO000183	72	0	23	
MYCO000184	69	0	16	
MYCO000189	191	0	32	
MYCO000198	10	0	62	
MYCO000204	43	0	26	
MYCO000207	3	0	22	
MYCO000211	16	0	59	
MYCO000223	147	0	36	
MYCO000225	8	0	22	
MYCO000227	152	0	38	
MYCO000228	25	0	31	
MYCO000236	343	0	81	
MYCO000237	41	0	37	
MYCO000238	2	0	20	
MYCO000241	6	0	29	
MYCO000242	268	0	32	
MYCO000243	121	0	30	
MYCO000244	25	772	42	
MYCO000247	4	0	15	
MYCO000248	3	0	29	
MYCO000270	13	0	57	
MYCO000274	101	0	23	
MYCO000321	2	0	9	
MYCO000322	13	0	28	
MYCO000334	2	0	17	
MYCO000337	14	0	26	
MYCO000350	23	0	29	
MYCO000352	160	0	25	
MYCO000357	4	0	27	
MYCO000360	62	0	17	
MYCO000383	282	0	16	
MYCO000384	197	0	45	
MYCO000407	64	0	23	
MYCO000410	43	0	49	
MYCO000411	31	0	22	
MYCO000414	325	0	16	
MYCO000415	327	0	22	
MYCO000417	99	370	19	
MYCO000423	13	0	29	
MYCO000429	5	0	12	
MYCO000432	1	0	13	
MYCO000433	6	0	19	
MYCO000439	55	0	19	
MYCO000440	19	0	22	
MYCO000462	5	0	22	
MYCO000465	15	0	42	
MYCO000466	7	0	13	
MYCO000467	3	0	22	
MYCO000468	19	0	12	
MYCO000472	3	0	14	
MYCO000475	44	0	19	
MYCO000483	18	0	25	
MYCO000484	14	0	23	
MYCO000486	80	0	27	
MYCO000489	223	0	15	
MYCO000490	17	0	27	
MYCO000491	1	0	10	
MYCO000495	3	0	19	
MYCO000496	19	0	22	
MYCO000498	19	0	24	
MYCO000501	11	0	25	
MYCO000502	11	0	18	
MYCO000505	358	0	18	
MYCO000509	29	0	38	
MYCO000510	27	0	18	
MYCO000512	31	0	21	
MYCO000524	124	0	26	
MYCO000527	36	0	17	
MYCO000528	220	0	26	
MYCO000529	44	0	30	
MYCO000548	10	0	13	
MYCO000551	55	0	42	
MYCO000553	139	0	21	
MYCO000555	147	0	20	
MYCO000557	16	0	41	
MYCO000558	75	0	14	
MYCO000562	6	0	27	
MYCO000563	28	0	24	
MYCO000564	18	0	28	
MYCO000566	2	0	14	
MYCO000636	4	0	16	
MYCO000639	63	0	13	
MYCO000647	61	0	28	
MYCO000655	9	0	26	
MYCO000667	82	0	133	
MYCO000668	57	0	131	
MYCO000672	65	0	48	
MYCO000684	24	0	46	
MYCO000685	8	0	14	
MYCO000693	133	0	23	
MYCO000696	27	0	30	
MYCO000732	3	0	29	
MYCO000733	2	0	12	
MYCO000734	150	0	11	
MYCO000757	3	0	17	
MYCO000758	34	0	62	
MYCO000772	47	0	32	
MYCO000777	13	0	20	
MYCO000780	4	0	21	
MYCO000782	1499	0	3	
MYCO000788	38	0	10	
MYCO000803	33	0	47	
MYCO000808	29	0	34	
