GbGDiv simplified results table from 'accumulate-27.txt' records table.
Isolate records read from table: 6904

Locus	Missing	Paralogous	CountNuc
id	0	0	6904	
isolate	0	0	6904	
rMLST_database_accession	0	0	6904	
BACT000001	18	0	97	
BACT000002	200	0	37	
BACT000003	671	0	45	
BACT000004	38	0	31	
BACT000005	117	0	35	
BACT000006	6	0	18	
BACT000007	16	0	20	
BACT000008	29	0	27	
BACT000009	31	0	30	
BACT000010	3	0	14	
BACT000011	57	0	26	
BACT000012	4	0	23	
BACT000013	18	0	29	
BACT000014	3	6343	2	
BACT000015	9	0	9	
BACT000016	54	0	34	
BACT000017	20	0	21	
BACT000018	1	5391	4	
BACT000019	2	0	14	
BACT000020	7	0	16	
BACT000021	6903	0	1	
BACT000030	68	1935	33	
BACT000031	5	0	31	
BACT000032	16	0	28	
BACT000033	187	0	34	
BACT000034	13	0	29	
BACT000035	7	0	30	
BACT000036	441	0	24	
BACT000038	31	0	21	
BACT000039	27	0	28	
BACT000040	832	0	20	
BACT000042	11	0	30	
BACT000043	6	0	25	
BACT000044	38	0	24	
BACT000045	31	0	21	
BACT000046	8	0	36	
BACT000047	89	0	19	
BACT000048	2	0	21	
BACT000049	8	0	21	
BACT000050	39	0	17	
BACT000051	208	0	32	
BACT000052	3	0	16	
BACT000053	7	0	18	
BACT000056	11	0	13	
BACT000057	6	6682	5	
BACT000058	1	1	15	
BACT000059	0	0	14	
BACT000060	4	0	12	
BACT000061	21	0	18	
BACT000062	3	5754	8	
BACT000063	3	1	15	
BACT000064	4	0	15	
BACT000065	5	0	6	
MYCO000001	49	0	148	
MYCO000005	42	0	167	
MYCO000006	72	0	278	
MYCO000009	20	0	40	
MYCO000011	13	0	30	
MYCO000013	9	0	68	
MYCO000015	1541	0	91	
MYCO000016	108	0	104	
MYCO000017	94	0	103	
MYCO000019	12	0	41	
MYCO000038	444	0	42	
MYCO000046	21	0	76	
MYCO000047	25	0	40	
MYCO000049	47	0	32	
MYCO000050	746	0	172	
MYCO000051	570	0	128	
MYCO000054	269	0	33	
MYCO000066	32	0	145	
MYCO000068	185	0	94	
MYCO000129	65	0	42	
MYCO000183	364	0	62	
MYCO000184	412	0	42	
MYCO000189	908	0	72	
MYCO000198	78	0	129	
MYCO000204	213	0	62	
MYCO000207	23	0	50	
MYCO000211	82	0	125	
MYCO000223	687	0	89	
MYCO000225	49	0	47	
MYCO000227	770	0	68	
MYCO000228	162	0	70	
MYCO000236	1550	0	204	
MYCO000237	174	0	83	
MYCO000238	24	0	41	
MYCO000241	45	0	72	
MYCO000242	1133	0	79	
MYCO000243	632	0	78	
