GbGDiv simplified results table from 'accumulate-24.txt' records table.
Isolate records read from table: 6139

Locus	Missing	Paralogous	CountNuc
id	0	0	6139	
isolate	0	0	6139	
rMLST_database_accession	0	0	6139	
BACT000001	17	0	90	
BACT000002	181	0	35	
BACT000003	601	0	42	
BACT000004	36	0	30	
BACT000005	103	0	33	
BACT000006	5	0	18	
BACT000007	16	0	19	
BACT000008	27	0	27	
BACT000009	28	0	30	
BACT000010	2	0	11	
BACT000011	52	0	23	
BACT000012	4	0	22	
BACT000013	15	0	28	
BACT000014	3	5633	2	
BACT000015	9	0	9	
BACT000016	52	0	31	
BACT000017	18	0	21	
BACT000018	1	4787	4	
BACT000019	2	0	13	
BACT000020	7	0	16	
BACT000021	6138	0	1	
BACT000030	63	1719	32	
BACT000031	4	0	30	
BACT000032	16	0	26	
BACT000033	172	0	32	
BACT000034	13	0	27	
BACT000035	6	0	28	
BACT000036	403	0	24	
BACT000038	26	0	21	
BACT000039	23	0	27	
BACT000040	751	0	17	
BACT000042	10	0	28	
BACT000043	6	0	24	
BACT000044	33	0	21	
BACT000045	28	0	19	
BACT000046	8	0	35	
BACT000047	80	0	18	
BACT000048	2	0	17	
BACT000049	7	0	20	
BACT000050	36	0	17	
BACT000051	192	0	30	
BACT000052	3	0	15	
BACT000053	7	0	17	
BACT000056	10	0	13	
BACT000057	4	5941	5	
BACT000058	1	1	14	
BACT000059	0	0	13	
BACT000060	4	0	11	
BACT000061	19	0	18	
BACT000062	2	5117	8	
BACT000063	3	1	14	
BACT000064	4	0	14	
BACT000065	5	0	4	
MYCO000001	44	0	138	
MYCO000005	40	0	154	
MYCO000006	67	0	259	
MYCO000009	17	0	38	
MYCO000011	12	0	30	
MYCO000013	7	0	65	
MYCO000015	1386	0	83	
MYCO000016	101	0	98	
MYCO000017	86	0	98	
MYCO000019	10	0	37	
MYCO000038	404	0	40	
MYCO000046	19	0	70	
MYCO000047	24	0	39	
MYCO000049	41	0	32	
MYCO000050	679	0	159	
MYCO000051	517	0	120	
MYCO000054	246	0	32	
MYCO000066	30	0	141	
MYCO000068	171	0	89	
MYCO000129	58	0	41	
MYCO000183	329	0	58	
MYCO000184	374	0	37	
MYCO000189	812	0	70	
MYCO000198	67	0	122	
MYCO000204	195	0	61	
MYCO000207	19	0	46	
MYCO000211	75	0	119	
MYCO000223	618	0	83	
MYCO000225	47	0	43	
MYCO000227	696	0	64	
MYCO000228	151	0	65	
MYCO000236	1399	0	185	
MYCO000237	157	0	81	
MYCO000238	23	0	39	
MYCO000241	42	0	67	
MYCO000242	1017	0	75	
MYCO000243	576	0	72	
MYCO000244	128	3060	86	
MYCO000247	16	0	36	
MYCO000248	35	0	68	
MYCO000270	55	0	101	
MYCO000274	386	0	46	
MYCO000321	12	0	32	
MYCO000322	78	0	61	
MYCO000334	7	0	38	
MYCO000337	54	0	55	
MYCO000350	106	0	65	
MYCO000352	634	0	51	
MYCO000357	21	0	55	
MYCO000360	208	0	28	
MYCO000383	1156	0	34	
MYCO000384	776	0	95	
MYCO000407	284	0	56	
MYCO000410	198	0	114	
MYCO000411	172	0	46	
MYCO000414	1286	0	32	
MYCO000415	1355	0	46	
MYCO000417	434	1531	33	
MYCO000423	38	0	58	
MYCO000429	17	0	33	
MYCO000432	18	0	31	
MYCO000433	40	0	46	
MYCO000439	235	0	54	
MYCO000440	69	0	62	
MYCO000462	17	0	46	
MYCO000465	56	0	79	
MYCO000466	29	0	34	
MYCO000467	25	0	49	
MYCO000468	60	0	42	
MYCO000472	16	0	32	
MYCO000475	149	0	38	
MYCO000483	68	0	58	
MYCO000484	64	0	40	
MYCO000486	373	0	68	
MYCO000489	911	0	29	
MYCO000490	73	0	41	
MYCO000491	9	0	20	
MYCO000495	19	0	46	
MYCO000496	81	0	44	
MYCO000498	109	0	48	
MYCO000501	32	0	51	
MYCO000502	50	0	43	
MYCO000505	1480	0	40	
MYCO000509	137	0	71	
MYCO000510	108	0	41	
MYCO000512	139	0	44	
MYCO000524	503	0	61	
MYCO000527	192	0	39	
MYCO000528	955	0	62	
MYCO000529	226	0	55	
MYCO000548	43	0	42	
MYCO000551	211	0	97	
MYCO000553	598	0	46	
MYCO000555	581	0	58	
MYCO000557	74	0	88	
MYCO000558	307	0	30	
MYCO000562	31	0	52	
MYCO000563	129	0	48	
MYCO000564	79	0	59	
MYCO000566	18	0	24	
MYCO000636	13	0	24	
MYCO000639	238	0	28	
MYCO000647	231	0	69	
MYCO000655	35	0	54	
MYCO000667	302	0	288	
MYCO000668	248	0	276	
MYCO000672	264	0	95	
MYCO000684	86	0	98	
MYCO000685	27	0	34	
MYCO000693	592	0	49	
MYCO000696	100	0	73	
MYCO000732	17	0	60	
MYCO000733	11	0	23	
MYCO000734	646	0	33	
MYCO000757	13	0	34	
MYCO000758	171	0	170	
MYCO000772	193	0	58	
MYCO000777	70	0	44	
MYCO000780	25	0	43	
MYCO000782	6000	0	5	
MYCO000788	173	0	27	
MYCO000803	143	0	102	
MYCO000808	122	0	74	
MYCO000809	11	0	43	
MYCO000810	7	0	10	
MYCO000814	1218	23	13	
MYCO000815	95	6	44	
MYCO000820	18	0	30	
MYCO000821	35	0	21	
MYCO000823	122	0	61	
MYCO000824	14	0	28	
MYCO000859	93	0	80	
MYCO000860	371	0	112	
MYCO000861	65	0	74	
MYCO000871	20	0	14	
MYCO000876	11	0	77	
MYCO000884	24	0	51	
MYCO000885	81	0	40	
MYCO000886	1433	0	85	
MYCO000889	1221	0	57	
MYCO000896	86	0	61	
MYCO000902	52	0	34	
MYCO000903	16	0	14	
MYCO000906	1584	0	59	
MYCO000926	34	0	72	
MYCO000927	276	0	45	
MYCO000929	542	0	36	
MYCO000946	67	0	75	
MYCO000949	271	0	108	
MYCO000951	51	0	54	
MYCO000952	118	0	50	
MYCO000953	440	0	56	
MYCO000957	661	0	62	
MYCO000981	63	0	36	
MYCO000983	775	0	70	
MYCO000993	187	0	38	
MYCO000994	421	0	64	
MYCO000995	24	0	38	
MYCO001001	54	0	69	
MYCO001002	98	0	72	
MYCO001007	18	0	66	
MYCO001008	368	0	40	
MYCO001009	311	0	55	
MYCO001010	139	0	54	
MYCO001011	53	0	40	
MYCO001013	76	0	67	
MYCO001014	46	0	37	
MYCO001015	41	0	36	
MYCO001017	12	0	36	
MYCO001018	72	0	76	
MYCO001020	713	0	177	
MYCO001022	291	0	36	
MYCO001023	228	0	68	
MYCO001026	412	0	48	
MYCO001070	38	0	27	
MYCO001071	26	0	58	
MYCO001072	6	0	37	
MYCO001077	97	0	69	
MYCO001079	112	0	44	
MYCO001080	331	0	21	
MYCO001082	58	0	35	
MYCO001086	87	0	46	
MYCO001092	167	0	38	
MYCO001094	108	0	28	
MYCO001095	155	0	57	
MYCO001098	113	0	48	
MYCO001099	389	0	47	
MYCO001108	126	0	58	
MYCO001110	23	0	42	
MYCO001112	803	0	48	
MYCO001165	290	0	93	
MYCO001173	353	0	113	
MYCO001177	19	0	8	
MYCO001178	231	0	68	
MYCO001193	598	0	55	
MYCO001201	367	0	44	
MYCO001202	299	0	39	
MYCO001207	415	0	50	
MYCO001208	45	0	35	
MYCO001213	290	0	67	
MYCO001220	366	0	23	
MYCO001221	9	0	36	
MYCO001223	997	0	76	
MYCO001229	184	0	57	
MYCO001238	73	0	46	
MYCO001239	29	0	53	
MYCO001245	122	0	50	
MYCO001248	694	0	152	
MYCO001253	267	0	91	
MYCO001272	471	0	78	
MYCO001273	27	0	86	
MYCO001277	668	0	46	
MYCO001292	49	0	79	
MYCO001293	87	0	54	
MYCO001294	113	0	55	
MYCO001295	87	0	50	
MYCO001297	512	0	71	
MYCO001299	58	0	32	
MYCO001302	18	0	40	
MYCO001305	11	0	9	
MYCO001308	97	0	57	
MYCO001309	25	0	43	
MYCO001310	30	0	49	
MYCO001311	27	0	26	
MYCO001315	38	0	44	
MYCO001321	98	0	32	
MYCO001323	133	0	57	
MYCO001326	82	0	100	
MYCO001327	113	0	83	
MYCO001328	222	0	128	
MYCO001338	156	0	35	
MYCO001340	88	0	32	
MYCO001380	73	0	42	
MYCO001381	669	0	52	
MYCO001383	63	0	52	
MYCO001384	581	0	176	
MYCO001385	986	0	40	
MYCO001388	10	0	30	
MYCO001390	2	0	16	
MYCO001391	1085	0	64	
MYCO001392	592	0	70	
MYCO001402	2496	0	73	
MYCO001407	863	0	79	
MYCO001408	209	0	34	
MYCO001410	23	0	66	
MYCO001412	31	0	32	
MYCO001415	35	0	50	
MYCO001416	12	0	22	
MYCO001420	44	0	83	
MYCO001421	34	0	44	
MYCO001436	16	0	50	
MYCO001437	71	0	57	
MYCO001438	35	0	38	
MYCO001440	34	0	16	
MYCO001445	403	0	38	
MYCO001447	726	0	103	
MYCO001448	80	0	56	
MYCO001449	326	0	95	
MYCO001451	118	0	43	
MYCO001457	14	0	35	
MYCO001458	39	0	46	
MYCO001462	84	0	62	
MYCO001463	27	0	33	
MYCO001464	333	0	57	
MYCO001465	26	0	18	
MYCO001466	13	0	11	
MYCO001467	128	3108	72	
MYCO001473	62	0	60	
MYCO001474	191	0	20	
MYCO001475	38	0	101	
MYCO001479	140	0	54	
MYCO001480	202	0	46	
MYCO001481	38	0	47	
MYCO001483	161	0	26	
MYCO001484	51	0	38	
MYCO001485	188	0	38	
MYCO001493	970	0	79	
MYCO001536	210	0	151	
MYCO001540	49	0	56	
MYCO001547	224	0	127	
MYCO001557	1040	0	63	
MYCO001559	1347	0	65	
MYCO001564	79	0	100	
MYCO001568	388	0	58	
MYCO001569	1171	0	40	
MYCO001589	25	0	41	
