GbGDiv simplified results table from 'accumulate-28.txt' records table.
Isolate records read from table: 7159

Locus	Missing	Paralogous	CountNuc
id	0	0	7159	
isolate	0	0	7159	
rMLST_database_accession	0	0	7159	
BACT000001	18	0	98	
BACT000002	204	0	37	
BACT000003	693	0	45	
BACT000004	38	0	31	
BACT000005	120	0	36	
BACT000006	6	0	18	
BACT000007	16	0	20	
BACT000008	29	0	28	
BACT000009	31	0	31	
BACT000010	3	0	14	
BACT000011	59	0	26	
BACT000012	4	0	23	
BACT000013	18	0	29	
BACT000014	3	6580	2	
BACT000015	9	0	9	
BACT000016	54	0	35	
BACT000017	22	0	21	
BACT000018	1	5593	4	
BACT000019	2	0	14	
BACT000020	7	0	16	
BACT000021	7158	0	1	
BACT000030	74	2001	34	
BACT000031	5	0	33	
BACT000032	16	0	28	
BACT000033	192	0	36	
BACT000034	13	0	29	
BACT000035	7	0	30	
BACT000036	456	0	24	
BACT000038	33	0	21	
BACT000039	27	0	28	
BACT000040	865	0	21	
BACT000042	11	0	30	
BACT000043	6	0	25	
BACT000044	39	0	24	
BACT000045	31	0	22	
BACT000046	8	0	37	
BACT000047	90	0	19	
BACT000048	2	0	21	
BACT000049	8	0	21	
BACT000050	41	0	17	
BACT000051	214	0	32	
BACT000052	3	0	17	
BACT000053	7	0	18	
BACT000056	11	0	13	
BACT000057	6	6930	6	
BACT000058	1	1	15	
BACT000059	0	0	14	
BACT000060	4	0	12	
BACT000061	21	0	18	
BACT000062	3	5967	8	
BACT000063	3	1	15	
BACT000064	4	0	15	
BACT000065	5	0	6	
MYCO000001	52	0	151	
MYCO000005	42	0	171	
MYCO000006	73	0	285	
MYCO000009	20	0	40	
MYCO000011	13	0	31	
MYCO000013	9	0	69	
MYCO000015	1591	0	93	
MYCO000016	112	0	107	
MYCO000017	94	0	106	
MYCO000019	12	0	41	
MYCO000038	459	0	42	
MYCO000046	21	0	77	
MYCO000047	25	0	40	
MYCO000049	47	0	32	
MYCO000050	769	0	176	
MYCO000051	590	0	129	
MYCO000054	276	0	33	
MYCO000066	35	0	147	
MYCO000068	194	0	95	
MYCO000129	66	0	42	
MYCO000183	376	0	63	
MYCO000184	426	0	42	
MYCO000189	941	0	74	
