GbGDiv simplified results table from 'accumulate-11.txt' records table.
Isolate records read from table: 2816

Locus	Missing	Paralogous	CountNuc
id	0	0	2816	
isolate	0	0	2816	
rMLST_database_accession	0	0	2816	
BACT000001	9	0	60	
BACT000002	88	0	26	
BACT000003	281	0	31	
BACT000004	22	0	17	
BACT000005	51	0	17	
BACT000006	2	0	13	
BACT000007	7	0	15	
BACT000008	12	0	13	
BACT000009	10	0	23	
BACT000010	1	0	7	
BACT000011	24	0	17	
BACT000012	2	0	17	
BACT000013	5	0	14	
BACT000014	2	2567	2	
BACT000015	1	0	9	
BACT000016	29	0	24	
BACT000017	10	0	16	
BACT000018	0	2189	3	
BACT000019	0	0	10	
BACT000020	4	0	13	
BACT000021	2816	0	0	
BACT000030	27	792	22	
BACT000031	2	0	16	
BACT000032	5	0	14	
BACT000033	82	0	22	
BACT000034	6	0	18	
BACT000035	4	0	21	
BACT000036	185	0	15	
BACT000038	13	0	15	
BACT000039	11	0	17	
BACT000040	345	0	13	
BACT000042	5	0	20	
BACT000043	1	0	18	
BACT000044	19	0	11	
BACT000045	16	0	14	
BACT000046	3	0	26	
BACT000047	39	0	9	
BACT000048	0	0	15	
BACT000049	1	0	15	
BACT000050	16	0	13	
BACT000051	87	0	17	
BACT000052	1	0	10	
BACT000053	2	0	8	
BACT000056	5	0	11	
BACT000057	1	2734	3	
BACT000058	1	0	11	
BACT000059	0	0	6	
BACT000060	2	0	6	
BACT000061	8	0	12	
BACT000062	1	2371	7	
BACT000063	1	0	8	
BACT000064	2	0	10	
BACT000065	3	0	1	
MYCO000001	19	0	89	
MYCO000005	21	0	109	
MYCO000006	34	0	162	
MYCO000009	8	0	21	
MYCO000011	8	0	16	
MYCO000013	3	0	41	
MYCO000015	634	0	52	
MYCO000016	47	0	63	
MYCO000017	42	0	58	
MYCO000019	6	0	25	
MYCO000038	194	0	28	
MYCO000046	11	0	52	
MYCO000047	12	0	26	
MYCO000049	16	0	24	
MYCO000050	315	0	112	
MYCO000051	242	0	78	
MYCO000054	116	0	19	
MYCO000066	16	0	89	
MYCO000068	81	0	61	
MYCO000129	27	0	24	
MYCO000183	144	0	36	
MYCO000184	156	0	23	
MYCO000189	367	0	49	
MYCO000198	27	0	83	
MYCO000204	92	0	36	
MYCO000207	12	0	28	
MYCO000211	36	0	79	
MYCO000223	303	0	52	
MYCO000225	21	0	28	
MYCO000227	316	0	46	
MYCO000228	60	0	45	
MYCO000236	654	0	115	
MYCO000237	82	0	55	
MYCO000238	9	0	26	
MYCO000241	21	0	45	
MYCO000242	493	0	48	
MYCO000243	252	0	41	
MYCO000244	60	1409	59	
MYCO000247	7	0	23	
MYCO000248	16	0	46	
MYCO000270	29	0	71	
MYCO000274	179	0	31	
MYCO000321	6	0	15	
MYCO000322	27	0	40	
MYCO000334	4	0	20	
MYCO000337	25	0	38	
MYCO000350	42	0	40	
MYCO000352	301	0	38	
MYCO000357	13	0	36	
MYCO000360	106	0	19	
MYCO000383	539	0	22	
MYCO000384	374	0	65	
MYCO000407	127	0	37	
MYCO000410	90	0	68	
MYCO000411	72	0	32	
MYCO000414	593	0	22	
MYCO000415	628	0	32	
MYCO000417	205	699	25	
MYCO000423	22	0	39	
MYCO000429	8	0	21	
MYCO000432	6	0	21	
MYCO000433	13	0	30	
MYCO000439	110	0	34	
MYCO000440	36	0	40	
MYCO000462	8	0	27	
MYCO000465	27	0	57	
MYCO000466	11	0	18	
MYCO000467	11	0	30	
MYCO000468	28	0	26	
MYCO000472	6	0	20	
MYCO000475	70	0	27	
MYCO000483	37	0	32	
MYCO000484	34	0	31	
MYCO000486	173	0	49	
MYCO000489	417	0	18	
MYCO000490	42	0	33	
MYCO000491	6	0	15	
MYCO000495	10	0	30	
MYCO000496	36	0	36	
MYCO000498	55	0	33	
MYCO000501	16	0	32	
MYCO000502	23	0	23	
MYCO000505	689	0	24	
MYCO000509	64	0	51	
MYCO000510	57	0	28	
MYCO000512	62	0	29	
MYCO000524	242	0	36	
MYCO000527	89	0	23	
MYCO000528	445	0	40	
MYCO000529	102	0	40	
MYCO000548	21	0	22	
MYCO000551	93	0	65	
MYCO000553	271	0	31	
MYCO000555	269	0	33	
MYCO000557	35	0	48	
MYCO000558	144	0	21	
MYCO000562	13	0	36	
MYCO000563	62	0	30	
MYCO000564	38	0	44	
MYCO000566	6	0	17	
MYCO000636	7	0	19	
MYCO000639	118	0	19	
MYCO000647	110	0	44	
MYCO000655	19	0	36	
MYCO000667	150	0	195	
MYCO000668	122	0	183	
MYCO000672	124	0	70	
MYCO000684	45	0	64	
MYCO000685	12	0	22	
MYCO000693	264	0	38	
MYCO000696	52	0	44	
MYCO000732	6	0	43	
MYCO000733	7	0	17	
MYCO000734	309	0	18	
MYCO000757	6	0	23	
MYCO000758	75	0	104	
MYCO000772	88	0	43	
MYCO000777	34	0	28	
MYCO000780	11	0	24	
MYCO000782	2752	0	4	
MYCO000788	82	0	17	
MYCO000803	70	0	61	
MYCO000808	51	0	48	
MYCO000809	6	0	25	
MYCO000810	1	0	6	
MYCO000814	545	11	13	
MYCO000815	43	4	32	
MYCO000820	11	0	20	
MYCO000821	18	0	15	
MYCO000823	55	0	41	
MYCO000824	6	0	21	
MYCO000859	47	0	53	
MYCO000860	189	0	69	
MYCO000861	26	0	47	
MYCO000871	9	0	9	
MYCO000876	3	0	51	
MYCO000884	10	0	39	
MYCO000885	41	0	27	
MYCO000886	658	0	50	
MYCO000889	576	0	39	
MYCO000896	40	0	37	
MYCO000902	24	0	16	
MYCO000903	6	0	10	
MYCO000906	729	0	36	
MYCO000926	14	0	54	
MYCO000927	122	0	24	
MYCO000929	259	0	20	
MYCO000946	33	0	53	
MYCO000949	135	0	78	
MYCO000951	23	0	40	
MYCO000952	54	0	30	
MYCO000953	202	0	38	
MYCO000957	295	0	39	
MYCO000981	33	0	22	
MYCO000983	361	0	46	
MYCO000993	91	0	25	
MYCO000994	191	0	42	
MYCO000995	10	0	21	
MYCO001001	27	0	49	
MYCO001002	45	0	47	
MYCO001007	8	0	45	
MYCO001008	168	0	25	
MYCO001009	148	0	27	
MYCO001010	60	0	36	
MYCO001011	20	0	25	
MYCO001013	39	0	43	
MYCO001014	23	0	28	
MYCO001015	20	0	23	
MYCO001017	3	0	23	
