GbGDiv simplified results table from 'accumulate-13.txt' records table.
Isolate records read from table: 3328

Locus	Missing	Paralogous	CountNuc
id	0	0	3328	
isolate	0	0	3328	
rMLST_database_accession	0	0	3328	
BACT000001	9	0	66	
BACT000002	100	0	28	
BACT000003	321	0	34	
BACT000004	25	0	20	
BACT000005	56	0	23	
BACT000006	2	0	14	
BACT000007	7	0	17	
BACT000008	18	0	16	
BACT000009	12	0	23	
BACT000010	1	0	8	
BACT000011	28	0	17	
BACT000012	2	0	17	
BACT000013	7	0	17	
BACT000014	2	3032	2	
BACT000015	1	0	9	
BACT000016	34	0	26	
BACT000017	10	0	17	
BACT000018	1	2578	3	
BACT000019	0	0	11	
BACT000020	5	0	15	
BACT000021	3328	0	0	
BACT000030	29	928	23	
BACT000031	2	0	22	
BACT000032	6	0	15	
BACT000033	92	0	26	
BACT000034	6	0	19	
BACT000035	4	0	23	
BACT000036	221	0	17	
BACT000038	17	0	17	
BACT000039	13	0	19	
BACT000040	398	0	14	
BACT000042	6	0	21	
BACT000043	1	0	20	
BACT000044	22	0	14	
BACT000045	16	0	16	
BACT000046	3	0	27	
BACT000047	47	0	10	
BACT000048	0	0	16	
BACT000049	2	0	15	
BACT000050	18	0	14	
BACT000051	107	0	20	
BACT000052	1	0	11	
BACT000053	2	0	12	
BACT000056	6	0	12	
BACT000057	2	3228	3	
BACT000058	1	1	12	
BACT000059	0	0	9	
BACT000060	2	0	7	
BACT000061	9	0	12	
BACT000062	1	2796	7	
BACT000063	1	1	11	
BACT000064	3	0	12	
BACT000065	3	0	1	
MYCO000001	21	0	97	
MYCO000005	24	0	118	
MYCO000006	37	0	174	
MYCO000009	9	0	24	
MYCO000011	9	0	21	
MYCO000013	3	0	47	
MYCO000015	754	0	56	
MYCO000016	52	0	68	
MYCO000017	47	0	61	
MYCO000019	6	0	27	
MYCO000038	230	0	31	
MYCO000046	14	0	54	
MYCO000047	14	0	27	
MYCO000049	17	0	26	
MYCO000050	366	0	126	
MYCO000051	288	0	91	
MYCO000054	138	0	26	
MYCO000066	16	0	93	
MYCO000068	94	0	67	
MYCO000129	29	0	26	
MYCO000183	171	0	40	
MYCO000184	188	0	24	
MYCO000189	430	0	53	
MYCO000198	31	0	90	
MYCO000204	105	0	39	
MYCO000207	13	0	31	
MYCO000211	42	0	91	
MYCO000223	355	0	61	
MYCO000225	26	0	28	
MYCO000227	374	0	48	
MYCO000228	74	0	46	
MYCO000236	779	0	130	
MYCO000237	91	0	60	
MYCO000238	12	0	28	
MYCO000241	24	0	50	
MYCO000242	577	0	55	
MYCO000243	306	0	46	
MYCO000244	66	1668	63	
MYCO000247	8	0	25	
MYCO000248	22	0	51	
MYCO000270	31	0	72	
MYCO000274	213	0	34	
MYCO000321	6	0	18	
MYCO000322	37	0	44	
MYCO000334	4	0	21	
MYCO000337	31	0	40	
MYCO000350	50	0	44	
MYCO000352	357	0	40	
MYCO000357	14	0	40	
MYCO000360	122	0	23	
MYCO000383	641	0	22	
MYCO000384	437	0	74	
MYCO000407	147	0	40	
MYCO000410	99	0	73	
MYCO000411	83	0	34	
MYCO000414	711	0	25	
MYCO000415	745	0	36	
MYCO000417	240	826	27	
MYCO000423	24	0	43	
MYCO000429	8	0	23	
MYCO000432	8	0	24	
MYCO000433	17	0	33	
MYCO000439	132	0	38	
MYCO000440	41	0	45	
MYCO000462	9	0	31	
MYCO000465	34	0	64	
MYCO000466	13	0	24	
MYCO000467	14	0	32	
MYCO000468	30	0	28	
MYCO000472	6	0	24	
MYCO000475	81	0	28	
MYCO000483	41	0	37	
MYCO000484	37	0	32	
MYCO000486	207	0	51	
MYCO000489	494	0	23	
MYCO000490	48	0	34	
MYCO000491	6	0	16	
MYCO000495	12	0	32	
MYCO000496	43	0	36	
MYCO000498	63	0	36	
MYCO000501	20	0	36	
MYCO000502	25	0	25	
MYCO000505	807	0	27	
MYCO000509	77	0	54	
MYCO000510	64	0	33	
MYCO000512	72	0	32	
MYCO000524	276	0	41	
MYCO000527	103	0	25	
MYCO000528	531	0	42	
MYCO000529	123	0	44	
MYCO000548	25	0	24	
MYCO000551	113	0	73	
MYCO000553	324	0	36	
MYCO000555	316	0	39	
MYCO000557	38	0	52	
MYCO000558	166	0	24	
MYCO000562	15	0	40	
MYCO000563	72	0	33	
MYCO000564	42	0	49	
MYCO000566	8	0	19	
MYCO000636	7	0	19	
MYCO000639	136	0	20	
MYCO000647	125	0	49	
MYCO000655	23	0	39	
MYCO000667	175	0	210	
MYCO000668	141	0	200	
MYCO000672	144	0	77	
MYCO000684	50	0	69	
MYCO000685	12	0	23	
MYCO000693	311	0	42	
MYCO000696	58	0	50	
MYCO000732	7	0	45	
MYCO000733	8	0	19	
MYCO000734	365	0	21	
MYCO000757	7	0	24	
MYCO000758	90	0	115	
MYCO000772	107	0	45	
MYCO000777	39	0	34	
MYCO000780	13	0	28	
MYCO000782	3251	0	4	
MYCO000788	98	0	21	
MYCO000803	81	0	66	
MYCO000808	59	0	52	
MYCO000809	6	0	29	
MYCO000810	2	0	6	
MYCO000814	654	12	13	
MYCO000815	48	4	35	
MYCO000820	11	0	25	
MYCO000821	20	0	16	
MYCO000823	66	0	46	
MYCO000824	7	0	21	
MYCO000859	56	0	60	
MYCO000860	209	0	80	
MYCO000861	31	0	53	
MYCO000871	12	0	9	
MYCO000876	3	0	54	
MYCO000884	11	0	43	
MYCO000885	46	0	28	
MYCO000886	782	0	56	
MYCO000889	680	0	43	
MYCO000896	43	0	40	
MYCO000902	27	0	19	
MYCO000903	8	0	10	
MYCO000906	862	0	41	
MYCO000926	17	0	56	
MYCO000927	144	0	24	
MYCO000929	305	0	22	
MYCO000946	38	0	58	
MYCO000949	154	0	85	
MYCO000951	28	0	41	
MYCO000952	63	0	31	
MYCO000953	243	0	45	
MYCO000957	350	0	43	
MYCO000981	38	0	24	
MYCO000983	424	0	51	
MYCO000993	103	0	27	
MYCO000994	222	0	50	
MYCO000995	13	0	23	
MYCO001001	31	0	50	
MYCO001002	52	0	53	
MYCO001007	10	0	50	
MYCO001008	197	0	30	
MYCO001009	174	0	34	
MYCO001010	75	0	37	
MYCO001011	26	0	27	
MYCO001013	42	0	49	
MYCO001014	27	0	30	
MYCO001015	23	0	23	
MYCO001017	4	0	24	
MYCO001018	35	0	56	
MYCO001020	388	0	129	
MYCO001022	163	0	25	
MYCO001023	122	0	48	
MYCO001026	226	0	32	
MYCO001070	15	0	22	
MYCO001071	16	0	50	
MYCO001072	3	0	23	
MYCO001077	55	0	53	
MYCO001079	63	0	32	
MYCO001080	190	0	15	
MYCO001082	31	0	26	
MYCO001086	47	0	34	
MYCO001092	89	0	28	
MYCO001094	55	0	18	
MYCO001095	80	0	39	
MYCO001098	60	0	33	
MYCO001099	202	0	36	
MYCO001108	62	0	48	
MYCO001110	14	0	28	
MYCO001112	423	0	35	
MYCO001165	153	0	73	
MYCO001173	198	0	78	
MYCO001177	12	0	8	
MYCO001178	133	0	43	
MYCO001193	328	0	38	
MYCO001201	198	0	33	
MYCO001202	159	0	32	
MYCO001207	228	0	35	
MYCO001208	24	0	29	
MYCO001213	167	0	50	
MYCO001220	202	0	13	
MYCO001221	2	0	26	
MYCO001223	551	0	57	
MYCO001229	92	0	42	
MYCO001238	41	0	29	
MYCO001239	13	0	34	
MYCO001245	77	0	39	
MYCO001248	385	0	112	
MYCO001253	139	0	70	
MYCO001272	258	0	54	
MYCO001273	17	0	64	
MYCO001277	379	0	37	
MYCO001292	30	0	48	
MYCO001293	47	0	40	
MYCO001294	59	0	37	
MYCO001295	50	0	37	
MYCO001297	276	0	49	
MYCO001299	37	0	24	
MYCO001302	12	0	30	
MYCO001305	7	0	7	
MYCO001308	55	0	41	
MYCO001309	11	0	36	
MYCO001310	15	0	32	
MYCO001311	15	0	20	
MYCO001315	20	0	33	
MYCO001321	57	0	28	
MYCO001323	77	0	39	
MYCO001326	42	0	76	
MYCO001327	58	0	54	
MYCO001328	118	0	95	
MYCO001338	98	0	26	
MYCO001340	47	0	22	
MYCO001380	44	0	29	
MYCO001381	357	0	38	
MYCO001383	32	0	34	
MYCO001384	322	0	126	
MYCO001385	541	0	32	
MYCO001388	3	0	22	
MYCO001390	2	0	10	
MYCO001391	609	0	50	
MYCO001392	341	0	54	
MYCO001402	1378	0	49	
MYCO001407	475	0	59	
MYCO001408	110	0	21	
MYCO001410	11	0	44	
MYCO001412	18	0	24	
MYCO001415	14	0	39	
MYCO001416	7	0	19	
MYCO001420	26	0	53	
MYCO001421	21	0	30	
MYCO001436	5	0	32	
MYCO001437	37	0	39	
MYCO001438	14	0	23	
MYCO001440	18	0	13	
MYCO001445	210	0	32	
MYCO001447	393	0	67	
MYCO001448	40	0	41	
MYCO001449	174	0	66	
MYCO001451	71	0	34	
MYCO001457	7	0	25	
MYCO001458	16	0	36	
MYCO001462	44	0	48	
MYCO001463	10	0	23	
MYCO001464	182	0	43	
MYCO001465	10	0	13	
MYCO001466	5	0	8	
MYCO001467	66	1687	51	
MYCO001473	33	0	42	
MYCO001474	105	0	16	
MYCO001475	19	0	69	
MYCO001479	74	0	35	
MYCO001480	107	0	35	
MYCO001481	18	0	35	
MYCO001483	90	0	18	
MYCO001484	25	0	32	
MYCO001485	105	0	27	
MYCO001493	537	0	60	
MYCO001536	107	0	105	
MYCO001540	21	0	41	
MYCO001547	131	0	89	
MYCO001557	568	0	47	
MYCO001559	732	0	55	
MYCO001564	40	0	75	
MYCO001568	208	0	45	
MYCO001569	656	0	27	
MYCO001589	15	0	29	
MYCO001593	4	0	24	
MYCO001594	48	0	38	
MYCO001595	369	0	56	
MYCO001599	301	0	40	
MYCO001600	7	0	40	
MYCO001601	1	0	19	
MYCO001603	8	0	29	
MYCO001605	17	0	25	
MYCO001609	80	0	59	
MYCO001611	59	0	24	
MYCO001612	11	0	44	
MYCO001617	52	0	49	
MYCO001626	20	0	19	
MYCO001627	109	0	30	
MYCO001629	120	0	99	
MYCO001633	448	0	71	
MYCO001638	149	0	98	
